-2.21678	0
-2.21635	0
-2.21592	-21.277
-2.2155	14.028
-2.21507	66.202
-2.21464	41.333
-2.21422	58.766
-2.21379	3.452
-2.21337	-28.459
-2.21294	28.495
-2.21251	72.937
-2.21209	8.498
-2.21166	103.813
-2.21123	2.809
-2.21081	-69.789
-2.21038	-35.765
-2.20995	33.351
-2.20953	41.871
-2.2091	-135.349
-2.20868	-117.931
-2.20825	-101.432
-2.20782	-54.268
-2.2074	30.009
-2.20697	46.162
-2.20654	14.124
-2.20612	-61.514
-2.20569	-40.269
-2.20526	66.287
-2.20484	33.748
-2.20441	148.868
-2.20399	66.194
-2.20356	-1.656
-2.20313	-54.29
-2.20271	24.412
-2.20228	30.607
-2.20185	-28.767
-2.20143	-24.87
-2.201	117.418
-2.20057	23.556
-2.20015	-0.859
-2.19972	144.481
-2.1993	-4.63
-2.19887	-68.777
-2.19844	28.233
-2.19802	-5.37
-2.19759	29.302
-2.19716	-19.723
-2.19674	-10.116
-2.19631	-33.411
-2.19588	-126.54
-2.19546	-114.485
-2.19503	-34.73
-2.1946	-2.129
-2.19418	-11.383
-2.19375	-87.722
-2.19333	-40.962
-2.1929	24.917
-2.19247	49.258
-2.19205	34.987
-2.19162	16.929
-2.19119	-62.269
-2.19077	-25.509
-2.19034	60.773
-2.18991	117.285
-2.18949	107.466
-2.18906	21.172
-2.18864	78.77
-2.18821	-40.575
-2.18778	-63.402
-2.18736	6.308
-2.18693	-115.424
-2.1865	-54.045
-2.18608	-18.371
-2.18565	108.918
-2.18522	159.495
-2.1848	98.371
-2.18437	-9.103
-2.18395	-86.794
-2.18352	-133.313
-2.18309	-105.724
-2.18267	-53.123
-2.18224	55.503
-2.18181	26.694
-2.18139	43.405
-2.18096	55.641
-2.18053	41.089
-2.18011	10.795
-2.17968	-62.071
-2.17925	-78.396
-2.17883	-4.581
-2.1784	51.806
-2.17798	63.97
-2.17755	24.51
-2.17712	-41.528
-2.1767	-67.821
-2.17627	-82.383
-2.17584	5.265
-2.17542	-74.386
-2.17499	60.661
-2.17456	109.35
-2.17414	82.654
-2.17371	11.514
-2.17329	19.727
-2.17286	107.807
-2.17243	58.381
-2.17201	-15.246
-2.17158	-56.604
-2.17115	-4.344
-2.17073	-41.127
-2.1703	-50.877
-2.16987	14.002
-2.16945	38.891
-2.16902	41.257
-2.1686	-9.428
-2.16817	-80.883
-2.16774	-19.378
-2.16732	57.094
-2.16689	31.05
-2.16646	118.772
-2.16604	63.969
-2.16561	41.52
-2.16518	109.136
-2.16476	65.397
-2.16433	-106.138
-2.16391	-129.068
-2.16348	52.013
-2.16305	111.948
-2.16263	-45.312
-2.1622	-148.371
-2.16177	-54.125
-2.16135	-126.946
-2.16092	-139.996
-2.16049	72.859
-2.16007	195.889
-2.15964	115.216
-2.15921	48.43
-2.15879	-156.679
-2.15836	-191.566
-2.15794	-133.4
-2.15751	-92.197
-2.15708	102.237
-2.15666	89.041
-2.15623	25.941
-2.1558	52.138
-2.15538	-26.375
-2.15495	-65.294
-2.15452	-51.478
-2.1541	84.493
-2.15367	82.513
-2.15325	-9.354
-2.15282	25.757
-2.15239	-26.076
-2.15197	-1.421
-2.15154	40.429
-2.15111	82.589
-2.15069	170.623
-2.15026	24.067
-2.14983	-139.667
-2.14941	-47.034
-2.14898	20.262
-2.14856	-11.419
-2.14813	21.656
-2.1477	7.46
-2.14728	-36.191
-2.14685	-13.531
-2.14642	14.725
-2.146	28.528
-2.14557	74.424
-2.14514	129.981
-2.14472	2.027
-2.14429	9.432
-2.14386	-84.128
-2.14344	-77.3
-2.14301	-89.541
-2.14259	-30.701
-2.14216	-5.423
-2.14173	78.965
-2.14131	84.288
-2.14088	97.128
-2.14045	32.261
-2.14003	-10.996
-2.1396	-15.24
-2.13917	-41.673
-2.13875	-15.006
-2.13832	-115.551
-2.1379	-98.178
-2.13747	-37.826
-2.13704	125.674
-2.13662	69.258
-2.13619	-24.943
-2.13576	35.528
-2.13534	12.192
-2.13491	1.45
-2.13448	-122.727
-2.13406	-106.394
-2.13363	-70.801
-2.13321	80.495
-2.13278	34
-2.13235	15.743
-2.13193	161.665
-2.1315	110.079
-2.13107	-5.184
