ppm	X1	X2	X3	X4	X5	X6
8.2659	28305.477	5979.04	11839.54	267275.562	10707.667	23163.941
8.26548	32715.229	6337.932	15278.908	226324.656	11738.207	28143.637
8.26505	41201.691	7638.304	20101.32	172364.531	14193.609	29279.922
8.26462	53526.91	9671.952	21555.025	139162.922	18005.898	27235.525
8.2642	58025.711	12073.683	21027.846	128540.875	20289.58	21557.762
8.26377	57425.852	12408.931	17711.611	139333.594	20184.375	16264.503
8.26335	48589.988	11718.213	13139.851	166360.656	17703.312	13888.68
8.26292	37708.691	9557.196	10800.057	174637.781	14075.497	13873.886
8.26249	31064.723	7232.137	10111.503	140568.562	11330.953	15798.855
8.26207	28765.676	6296.061	11044.636	98907.469	10223.233	18717.992
8.26164	30694.193	6181.661	13213.155	70864.445	10285.263	17904.168
8.26121	36620.32	6589.274	14226.68	54103.988	11912.109	13175.592
8.26079	39106.656	8012.719	10979.266	44404.207	13002.711	8803.821
8.26036	30948.361	8051.92	7678.602	39498.844	11167.658	6358.234
8.25993	22556.418	5885.487	5503.939	37922.965	8010.555	5055.859
8.25951	16283.204	4197.57	4322.681	39003.852	5781.14	4356.914
8.25908	12755.739	3262.866	3419.205	41994.109	4659.759	4005.35
8.25866	10337.393	2586.625	2926.334	47745.18	3771.278	3937.376
8.25823	8935.618	2025.29	2823.816	56989.98	3310.148	4058.326
8.2578	8126.453	1958.53	3046.614	71960.07	3063.173	4347.135
8.25738	8070.657	1999.829	3067.75	94385.211	3095.535	5039.965
8.25695	8390.733	1917.744	3430.807	129899.297	3245.049	6287.39
8.25652	9496.673	2055.781	4089.303	176232.297	3632.779	8329.646
8.2561	11627.084	2180.289	5338.709	195666.469	4346.125	11253.673
8.25567	14593.323	2847.004	7340.995	171662.266	5346.382	15483.793
8.25524	19204.119	3743.958	9970.607	146897.5	6989.823	19988.461
8.25482	26079.232	4719.964	13766.479	143565.578	9201.739	20031.436
8.25439	36227.555	6169.774	15579.977	162868.484	12482.248	16688.748
8.25397	40938.832	8353.717	13016.119	207277.609	14484.014	14821.289
8.25354	35154.406	8813.995	11075.715	260483.891	13584.346	15638.05
8.25311	31043.705	7036.827	10998.263	286538.312	11856.312	18919.115
8.25269	30300.062	6294.172	12708.556	278976.281	11297.453	24747.738
8.25226	34797.281	6756.566	16055.182	234918.812	12165.917	29697.35
8.25183	43695.516	8066.394	20717.221	177467.203	14966.766	30819.41
8.25141	56379.809	10148.792	22409.365	142588.688	18814.682	28351.301
8.25098	60794.824	12472.479	22075.93	131499.5	20983.115	22472.744
8.25055	60540.707	12717.503	18412.594	142675.344	21110.053	17047.525
8.25013	50731.625	12172.043	13644.645	170282.156	18516.227	14321.188
8.2497	38962.977	9833.565	11186.652	177113.609	14634.929	14208.07
8.24928	32032.633	7347.595	10545.409	139859.812	11553.056	16136.557
8.24885	29722.352	6205.11	11301.6	95561.508	10307.421	19090.031
8.24842	31749.619	6168.538	13580.722	65447.734	10511.555	18142.82
8.248	37868.312	6959.571	14367.038	46831.445	12104.967	12957.524
8.24757	39908.816	8400.093	10701.997	35011.293	12997.076	8259.698
8.24714	31058.293	8335.2	7262.017	27435.924	11131.983	5840.754
8.24672	22251.957	5777.104	5009.658	22166.549	7971.979	4344.388
8.24629	15680.914	3780.913	3653.366	18496.375	5521.6	3247.193
8.24586	11684.686	2581.533	2768.3	15821.883	3968.437	2671.077
8.24544	8874.623	1912.743	2312.945	13790.584	2854.416	2304.132
8.24501	7123.562	1483.935	1988.507	12052.578	2244.025	1870.74
8.24458	5714.76	1373.295	1569.943	10721.658	1755.736	1571.142
8.24416	4812.576	1168.098	1228.732	9804.729	1378.141	1364.035
8.24373	4049.442	946.448	1143.845	8825.503	1210.681	1281.942
8.24331	3628.127	896.276	1061.211	7857.797	980.048	1191.561
8.24288	3130.031	859.411	875.136	7302.386	830.636	1138.881
8.24245	2730.57	516.14	827.836	6689.21	720.989	881.836
8.24203	2329.396	369.391	647.127	6102.753	667.758	782.047
8.2416	2210.96	509.297	596.235	5585	468.753	755.777
8.24117	1921.274	536.309	652.595	5346.646	297.041	658.79
8.24075	1829.688	345.636	702.054	5131.896	304.141	738.241
8.24032	1683.147	239.409	620.971	4936.604	464.707	622.758
8.23989	1440.841	233.752	467.68	4556.22	562.079	487.27
8.23947	1393.76	283.353	458.532	4355.832	434.071	538.641
8.23904	1327.83	214.009	479.578	4326.05	162.456	620.085
8.23862	1218.51	202.592	374.791	4276.187	262.315	683.607
8.23819	1260.542	237.342	281.82	4044.393	492.57	633.567
8.23776	1120.614	206.231	381.005	3907.171	422.873	618.088
8.23734	1039.103	318.771	419.898	3694.449	418.193	578.927
8.23691	983.961	62.067	427.805	3585.559	369.822	415.254
8.23648	892.146	34.783	264.713	3415.506	245.612	375.608
8.23606	670.334	77.058	364.119	3179.341	243.241	297.567
8.23563	676.711	135.167	369.982	3065.887	214.091	249.515
8.2352	567.329	182.497	353.95	2867.246	267.956	215.715
8.23478	640.482	38.431	357.384	2783.576	147.98	99.549
8.23435	574.138	-8.965	297.287	2827.847	139.775	230.246
8.23393	630.889	-22.02	283.023	2721.436	120.947	241.316
8.2335	670.796	123.509	250.315	2470.94	80.716	164.833
8.23307	733.141	305.755	117.346	2350.58	-28.787	205.688
8.23265	760.871	294.671	198.463	2325.059	69.081	299.635
8.23222	584.853	265.09	337.58	2172.241	133.57	268.429
8.23179	480.044	192.291	369.474	2174.819	-125.273	253.509
8.23137	592.451	121.428	459.752	2094.016	151.195	254.108
8.23094	611.472	218.014	424.524	2085.323	238.546	201.841
8.23051	641.995	181.208	327.888	2150.15	47.914	156.96
8.23009	668.565	55.486	277.054	2018.217	155.418	187.43
8.22966	607.022	84.189	135.538	1962.037	153.695	185.744
8.22923	463.498	43.024	183.832	1974.191	17.982	208.356
8.22881	488.808	39.475	139.66	1770.825	-31.188	209.45
8.22838	372.295	-49.909	80.004	1684.08	-101.002	208.821
8.22796	465.58	-91.015	-91.427	1730.458	-37.706	334.325
8.22753	453.612	-79.772	31.573	1675.653	10.623	315.037
8.2271	490.149	85.907	133.478	1559.299	-1.994	282.769
8.22668	466.767	198.984	68.876	1661.621	172.758	190.092
8.22625	335.264	291.026	114.417	1733.843	219.44	240.008
8.22582	162.219	306.215	106.821	1704.146	221.714	147.656
8.2254	112.1	62.417	101.602	1601.384	155.689	160.468
8.22497	172.156	1.654	220.15	1553.189	101.83	116.686
8.22454	226.068	26.386	44.509	1423.999	67.284	3.227
8.22412	211.635	62.577	39.248	1356.597	192.067	22.5
8.22369	314.984	151.831	102.818	1316.886	155.147	-20.602
8.22327	379.888	233.064	123.374	1184.352	21.218	146.697
8.22284	394.436	167.95	11.952	1002.779	-75.428	128.495
8.22241	337.248	159.825	70.027	1100.135	-256.933	3.035
8.22199	214.585	214.159	211.34	1144.2	-80.009	46.759
8.22156	262.318	104.897	55.416	1268.163	96.043	-17.079
8.22113	220.942	62.291	-134.065	1195.643	68.519	36.321
8.22071	135.921	-19.164	-53.279	1109.083	156.67	102.682
8.22028	219.053	36.653	19.058	1059.661	45.013	1.719
8.21985	267.723	83.878	1.359	1068.88	230.184	90.354
8.21943	276.984	72.546	37.592	983.392	167.073	109.268
8.219	221.227	-3.859	113.159	943.776	43.416	141.206
8.21858	108.704	-158.406	171.554	884.402	115.625	151.161
8.21815	69.382	-98.103	114.578	923.222	98.195	221.573
8.21772	180.527	-15.899	38.61	977.188	65.541	137.046
8.2173	173.402	-1.842	87.765	952.148	122.834	25.94
8.21687	173.224	79.03	262.534	965.629	178.962	65.323
8.21644	213.896	10.993	198.632	975.004	229.928	106.269
8.21602	360.427	-32.874	232.318	901.57	110.07	93.496
8.21559	179.743	62.029	55.721	934.812	45.675	-16.94
8.21516	182.753	90.683	17.471	933.028	90.811	56.163
8.21474	174.393	52.107	146.099	845.018	221.76	-82.475
8.21431	225.046	117.56	50.007	980.859	160.222	-75.241
8.21389	273.933	53.473	-1.776	1005.284	193.187	-90.95
8.21346	270.275	37.351	66.558	1075.364	121.14	-66.783
8.21303	198.509	101.469	71.65	942.745	149.267	-18.397
8.21261	203.81	70.034	98.424	793.632	69.86	-118.369
8.21218	216.252	147.308	156.001	698.543	-7.361	-59.261
8.21175	105.743	66.214	56.457	702.633	55.348	-18.166
8.21133	-59.447	57.833	-6.847	790.89	52.301	43.227
8.2109	127.991	86.349	8.307	730.866	91.715	-78.264
8.21047	81.563	14.507	26.631	795.003	-34.19	-168.065
8.21005	220.829	77.99	-37.345	755.912	-108.945	66.975
8.20962	257.709	-41.017	-34.836	805.469	-9.102	128.001
8.20919	144.381	-36.236	146.396	798.338	78.97	47.379
8.20877	274.248	55.863	63.383	718.896	-19.058	-171.418
8.20834	216.077	-3.481	109.037	761.721	-68.651	-241.176
8.20792	134.629	-11.365	144.629	556.02	-84.686	-10.215
8.20749	6.662	-24.087	45.818	528.476	16.3	26.775
8.20706	135.783	83.636	23.076	577.055	75.714	54.601
8.20664	146.242	180.309	-5.684	539.544	28.282	-13.919
8.20621	115.837	119.321	3.61	492.91	73.151	-128.102
8.20578	86.534	-26.88	105.173	509.699	64.32	-95.41
8.20536	206.487	-44.126	46.059	580.544	66.217	-125.324
8.20493	255.437	57.904	60.402	523.266	14.817	-106.439
8.2045	-9.821	22.611	125.253	491.878	183.941	24.245
8.20408	12.667	-12.666	115.786	412.789	264.54	71.528
8.20365	131.94	-48.899	78.624	396.573	76.651	12.101
8.20323	279.141	3.703	34.059	512.61	17.288	16.747
8.2028	178.509	-14.183	106.838	538.094	-45.84	-120.388
8.20237	108.986	27.787	186.896	439.222	44.556	22.665
8.20195	-51.67	7.235	102.128	476.497	16.576	33.599
8.20152	85.117	23.136	193.535	480.118	121.278	41.836
8.20109	120.114	54.234	273.782	480.755	188.551	193.57
8.20067	113.572	-47.405	214.381	486.698	210.172	173.336
8.20024	189.515	-122.731	34.101	440.096	149.469	41.631
8.19981	47.449	-139.891	-54.766	417.119	203.25	-34.094
8.19939	-64.166	-27.428	44.571	496.886	153.47	-70.892
8.19896	-42.881	28.934	139.165	322.181	32.318	-43.404
8.19854	88.368	40.673	108.682	208.126	35.192	-195.089
8.19811	131.712	68.829	28.779	393.708	-51.925	-25.377
8.19768	121.055	180.018	1.927	390.2	-14.827	34.44
8.19726	93.851	88.486	-38.743	408.636	-94.775	138.09
8.19683	62.583	25.652	-70.173	403.999	-230.798	102.201
8.1964	49.206	-31.392	-159.394	264.755	-300.326	-20.582
8.19598	47.201	93.578	-145.58	414.742	-340.319	71.032
8.19555	95.932	32.04	-279.343	406.012	-180.46	-66.65
8.19512	-31.697	132.035	-208.018	296.839	-47.139	-80.177
8.1947	-81.505	138.863	-80.88	205.829	-105.849	-19.371
8.19427	98.663	40.507	-21.213	224.812	51.609	-88.142
8.19385	192.934	90.544	152.576	376.563	97.435	-142.527
8.19342	108.686	153.717	191.145	358.832	-20.189	-64.139
8.19299	-8.399	206.374	169.897	399.413	125.523	-40.627
8.19257	182.525	184.068	271.134	438.301	2.689	-25.802
8.19214	307.528	190.137	-45.306	532.879	-74.985	30.512
8.19171	147.021	72.41	50.284	520.472	48.043	-57.206
8.19129	126.753	-89.455	-23.587	463.887	-58.352	-169.4
8.19086	55.113	-103.87	-21.932	347.321	-144.334	-140.844
8.19043	43.249	-49.433	-1.919	289.307	-36.964	-85.016
8.19001	121.24	-70.143	19.004	207.16	59.198	-86.986
8.18958	48.027	-87.287	48.255	370.393	136.518	-189.059
8.18915	73.82	-22.775	-79.14	358.291	39.102	-192.934
8.18873	203.424	8.169	-73.832	178.584	-76.158	30.379
8.1883	311.443	117.379	-23.846	182.934	-109.16	3.898
8.18788	289.994	160.098	-115.086	296.329	84.684	-142.416
8.18745	262.659	95.882	-152.258	279.609	137.242	-52.475
8.18702	159.529	-0.789	-119.575	297.971	198.6	-101.354
8.1866	186.334	13.14	91.409	189.872	57.047	-89.909
8.18617	210.136	178.114	203.529	67.652	-43.238	89.755
8.18574	167.862	201.709	152.672	227.838	-11.886	-84.448
8.18532	124.674	36.396	27.276	408.289	-38.869	-125.825
8.18489	37.156	-75.869	-9.727	349.835	-5.359	-60.266
8.18446	-15.281	-131.704	84.978	231.633	-45.959	11.395
8.18404	105.3	-70.881	210.033	181.67	-50.228	132.998
8.18361	85.749	-8.806	96.799	330.673	-36.35	96.419
8.18319	128.008	80.592	-9.524	231.568	30.646	204.472
8.18276	14.844	-109.389	129.717	46.792	-57.135	66.053
8.18233	106.669	-154.439	-27.296	69.294	-51.842	12.204
8.18191	137.743	54.424	-93.026	162.001	84.507	61.535
8.18148	77.312	173.184	-70.257	174.718	4.882	-213.016
8.18105	30.278	205.161	-36.767	88.113	79.001	-216.322
8.18063	-33.838	-117.155	-133.827	152.897	143.857	-26.596
8.1802	-18.558	-29.284	-83.731	155.171	-11.139	66.749
8.17977	-4.295	-123.772	-62.195	325.958	-94.105	105.919
8.17935	72.328	-226.857	-71.907	313.071	-13.738	5.411
8.17892	34.247	-210.546	-26.755	264.384	139.575	118.433
8.1785	19.177	-170.342	50.518	114.649	100.548	153.53
8.17807	21.43	-135.714	-2.643	105.815	220.91	-141.24
8.17764	-0.466	42.822	-27.315	13.062	241.457	-218.466
8.17722	63.631	166.345	-25.749	60.965	244.364	-139.536
8.17679	-34.411	0.539	-41.174	253.695	126.616	45.456
8.17636	17.802	-35.965	-103.891	336.084	229.845	59.348
8.17594	-54.695	-45.457	-47.812	233.016	150.809	90.086
8.17551	7.277	-74.307	-28.663	222.216	152.663	44.106
8.17508	-56.266	-66.871	-37.83	197.243	132.027	-98.384
8.17466	-17.426	-17.489	22.659	102.138	45.579	113.728
8.17423	-27.005	-183.876	-70.813	74.06	170.697	157.947
8.1738	-76.348	-88.506	8.6	3.99	-84.047	158.32
8.17338	-118.065	-3.224	101.658	205.958	-261.064	169.416
8.17295	-53.219	-127.545	-40.616	206.841	-216.848	232.583
8.17253	-48.312	-150.749	24.207	164.525	55.278	197.629
8.1721	34.192	-119.055	154.687	13.087	99.751	38.47
8.17167	56.741	-85.112	97.351	20.137	-26.01	22.738
8.17125	-33.383	-34.719	8.886	62.867	-47.316	-29.964
8.17082	-60.306	128.627	-2.375	165.082	-3.16	32.281
8.17039	61.557	91.888	-3.217	283.851	-44.996	37.422
8.16997	108.054	113.895	-68.446	168.775	-25.188	-120.993
8.16954	124.475	14.869	-212.696	112.733	-40.982	-27.618
8.16911	61.786	-38.471	-125.281	-86.334	-32.737	61.136
8.16869	-68.025	81.788	19.866	34.666	58.436	-31.847
8.16826	62.754	89.066	40.619	98.187	102.08	-28.042
8.16784	43.834	51.177	-23.526	87.599	-30.064	-17.879
8.16741	-158.577	-18.912	-81.344	-17.996	-55.441	65.601
8.16698	-290.234	142.929	26.935	75.478	138.572	9.537
8.16656	-137.104	233.587	-53.868	-27.043	204.314	11.737
8.16613	87.775	68.05	-23.333	61.057	90.762	161.735
8.1657	64.793	-85.773	-71.633	111.225	-72.625	62.618
8.16528	-31.311	-156.473	-161.459	40.505	-172.82	27.692
8.16485	25.259	2.874	-104.494	72.59	-134.04	-114.071
8.16442	50.13	-1.737	24.064	125.431	-18.024	-47.03
8.164	142.14	-1.714	121.478	127.402	15.193	113.902
8.16357	130.592	-126.371	183.646	168.633	51.691	66.314
8.16315	161.201	-29.244	89.591	26.229	10.979	23.364
8.16272	10.743	9.299	-29.593	-7.66	-40.085	35.506
8.16229	45.797	93.286	-18.471	23.805	2.46	79.357
8.16187	12.567	95.529	31.102	34.511	105.269	201.264
8.16144	-102.356	110.401	-64.899	8.414	129.8	191.181
8.16101	-99.691	-20.564	-123.779	63.846	-13.052	199.234
8.16059	-172.09	-99.463	-90.443	80.963	-48.592	22.002
8.16016	-63.546	-107.564	-13.767	27.776	-2.155	137.521
8.15973	228.891	-140.125	28.421	-29.831	-120.784	154.921
8.15931	168.305	-82.408	44.339	50.833	-167.335	174.658
8.15888	104.643	-117.29	21.782	274.579	-245.168	235.705
8.15846	88.357	-166.492	124.584	233.54	-53.2	101.639
8.15803	-44.582	-20.745	167.274	154.896	21.244	-112.344
8.1576	-28.063	-62.365	126.176	194.502	62.025	40.516
8.15718	8.743	-142.84	63.218	137.878	86.383	190.511
8.15675	-142.107	-105.895	-29.032	-29.682	26.083	226.25
8.15632	-105.844	40.992	-88.523	122.797	12.612	208.447
8.1559	-80.241	121.461	23.014	105.729	-17.966	109.991
8.15547	-15.214	75.196	33.693	-11.897	-90.391	57.14
8.15504	165.168	49.146	62.456	-4.243	-179.912	12.625
8.15462	115.007	104.93	100.356	-56.68	-129.383	102.319
8.15419	18.026	16.896	-39.081	-9.256	-101.197	144.596
8.15376	17.726	-62.907	2.65	17.105	-77.192	130.637
8.15334	-14.584	35.35	-43.366	93.676	-141.435	192.134
8.15291	68.973	-11.822	-173.848	294.566	10.267	34.893
8.15249	-3.399	-102.263	-41.663	254.447	-50.738	-140.26
8.15206	-47.807	-100.62	79.254	289.42	-78.239	0.461
8.15163	-53.997	-166.884	105.104	204.699	-31.297	57.76
8.15121	86.775	-129.916	41.256	163.075	-1.241	60.026
8.15078	37.935	-98.643	-4.943	140.525	-2.428	-41.782
8.15035	-134.253	-260.73	57.524	52.22	-8.091	-76.133
8.14993	-188.674	-151.457	-18.415	56.231	-176.949	-96.141
8.1495	-191.609	56.555	58.045	24.483	-38.947	-66.252
8.14907	-145.396	-48.776	-78.929	118.518	-80.861	-4.582
8.14865	-239.754	-35.81	-86.116	155.411	20.15	-30.718
8.14822	-137.246	18.877	-92.324	9.525	66.254	-2.469
8.1478	-81.557	1.597	-207.33	106.345	-16.96	-15.468
8.14737	-163.284	195.077	-54.544	70.84	-113.222	-13.226
8.14694	-110.638	115.666	-1.687	-73.551	-194.679	-5.236
8.14652	-253.161	71.269	81.832	-36.002	-252.421	-9.685
8.14609	-178.193	-24.083	21.147	-38.825	-152.762	85.114
8.14566	22.205	-30.366	-111.943	-67.624	-104.735	-46.674
8.14524	91.508	45.693	-11.022	-24.875	-183.238	25.988
8.14481	-33.104	15.998	-18.756	58.479	-74.928	10.001
8.14438	-163.97	-4.874	42.027	189.273	-87.249	-70.855
8.14396	5.231	-59.792	-31.923	14.308	-235.613	-222.996
8.14353	71.367	10.455	-56.032	-10.229	-59.847	-176.469
8.14311	1.524	-88.563	-74.056	-44.933	-29.667	145.33
8.14268	-58.784	-80.505	-88.588	78.088	-189.071	79.249
8.14225	-112.998	13.383	50.998	128.746	-171.774	-0.968
8.14183	-105.004	-27.842	-8.834	126.718	-190.562	-121.457
8.1414	-99.735	-41.408	107.21	48.289	-252.27	-72.127
8.14097	-83.477	34.995	149.571	3.046	-260.282	-43.464
8.14055	-55.686	-23.473	-14.066	58.125	-211.01	-44.961
8.14012	-15.025	39.918	-73.889	108.244	-33.702	5.232
8.13969	-72.348	225.303	-87.019	63.195	-15.374	-112.169
8.13927	-55.378	4.98	-11.329	132.672	-36.669	-88.402
8.13884	22.366	-22.005	137.483	27.338	-36.392	-185.111
8.13841	95.916	-57.317	54.58	-92.076	136.57	-152.783
8.13799	44.385	-122.139	64.192	9.268	29.774	-65.766
8.13756	-43.009	-5.965	103.324	59.618	-86.955	-155.696
8.13714	25.712	-24.919	75.975	-24.834	-83.096	-213.342
8.13671	-49.625	-131.342	32.778	95.331	-162.69	-220.066
8.13628	69.294	-141.357	-18.957	103.27	-154.746	-245.672
8.13586	154.011	-135.023	11.655	116.806	-2.085	-349.276
8.13543	125.885	15.554	-123.186	-33.352	127.065	-286.902
8.135	110.504	182.328	5.115	-99.669	204.899	-132.675
8.13458	111.027	66.548	141.106	-18.647	-14.17	-244.186
8.13415	129.166	14.7	87.206	101.221	-143.026	-223.875
8.13372	13.061	75.933	61.646	113.642	-154.831	-159.515
8.1333	22.705	109.035	132.117	28.576	10.696	16.453
8.13287	157.004	129.448	-26.904	115.98	14.359	227.996
8.13245	105.843	4.769	-151.516	308.687	4.182	130.37
8.13202	70.297	5.319	-89.372	382.814	90.404	70.752
8.13159	26.46	-24.302	42.439	559.771	52.875	53.51
8.13117	76.065	4.795	1.653	777.617	125.314	35.09
8.13074	47.248	68.077	124.888	810.86	226.418	10.113
8.13031	182.857	133.774	166.267	1085.234	275.438	-80.851
8.12989	320.212	61.035	231.769	1558.874	229.87	-127.712
8.12946	325.114	-15.306	2.84	1433.071	118.786	10.918
8.12903	257.633	116.914	148.361	1137.798	-30.086	44.154
8.12861	185.957	122.459	260.884	1156.836	93.606	85.255
8.12818	245.239	70.154	158.904	1348.173	119.363	141.726
8.12776	403.493	98.852	271.419	1633.411	43.633	-50.588
8.12733	399.312	114.906	182.733	1989.43	167.485	-80.119
8.1269	154.812	40.37	71.551	2238.342	186.795	-40.067
8.12648	189.382	39.121	200.797	2134.653	38.078	226.545
8.12605	370.114	5.335	108.541	1975.806	52.047	304.858
8.12562	385.231	120.233	24.277	1781.207	20.177	316.09
8.1252	506.688	199.33	138.512	1460.029	12.527	190.967
8.12477	668.5	153.752	155.019	1374.156	10.804	12.199
8.12434	637.564	44.232	291.014	1369.231	152.62	51.569
8.12392	529.131	67.076	250.251	1470.539	200.198	99.41
8.12349	597.741	152.105	330.672	1598.987	89.427	79.332
8.12307	469.969	-4.615	170.46	1412.545	61.23	35.637
8.12264	447.072	43.117	155.891	1039.688	15.48	129.35
8.12221	480.786	92.642	204.369	780.13	45.632	224.759
8.12179	465.425	26.606	148.207	615.352	142.346	208.916
8.12136	300.221	82.485	154.021	517.756	183.202	70.047
8.12093	296.031	97.236	120.258	473.192	175.029	22.35
8.12051	407.596	80.082	-0.346	322.308	23.3	5.092
8.12008	261.859	144.823	29.019	264.821	27.594	28.762
8.11965	210.565	118.326	116.452	397.513	118.422	164.996
8.11923	161.665	43.406	94.321	412.888	154.116	127.203
8.1188	214.883	-2.474	70.477	590.917	31.567	-31.793
8.11837	264.969	-155.148	48.489	525.507	-92.964	25.677
8.11795	135.024	-255.153	105.13	723.955	137.344	12.2
8.11752	157.427	-184.935	16.282	976.928	100.051	28.971
8.1171	89.824	-16.334	-14.096	1388.969	-13.555	21.092
8.11667	82.374	-66.212	140.682	1670.79	46.955	62.863
8.11624	196.054	-193.466	212.143	1428.88	-34.319	144.04
8.11582	196.29	-190.104	95.845	1257.019	87.668	191.265
8.11539	259.9	-63.284	-12.233	1205.73	68.125	228.336
8.11496	324.588	49.068	186.98	1296.501	109.061	48.674
8.11454	509.505	52.512	257.847	1835.471	58.372	-8.49
8.11411	434.634	101.676	269.419	2219.167	85.501	39.36
8.11368	344.011	28.501	170.841	2503.199	209.092	231.676
8.11326	476.818	-81.423	164.191	2623.513	234.716	374.323
8.11283	356.275	-153.227	179.777	2406.743	19.842	442.941
8.11241	371.979	-138.776	165.535	1907.648	12.566	308.942
8.11198	410.74	42.986	125.169	1404.305	-16.926	163.445
8.11155	498.962	118.528	125.075	1198.319	86.715	6.797
8.11113	490.035	204.035	148.134	1057.572	127.853	25.14
8.1107	324.873	184.809	153.918	1300.579	109.877	101.02
8.11027	396.572	95.921	59.868	1455.625	106.128	-17.194
8.10985	284.856	102.61	73.862	1291.734	125.677	158.384
8.10942	392.29	60.479	157.307	1003.945	-29.444	128.009
8.10899	427.803	62.392	83.097	664.776	71.319	164.944
8.10857	439.425	120.53	28.819	455.452	155.848	115.111
8.10814	510.507	6.168	53.633	406.198	76.967	87.329
8.10772	417.678	29.214	92.632	271.772	135.196	-0.628
8.10729	178.57	30.947	153.032	218.107	147.285	-59.163
8.10686	193.032	61.351	76.121	387.338	-18.037	41.236
8.10644	82.494	42.392	0.64	249.123	-203.687	109.113
8.10601	25.952	66.396	104.068	140.793	-115.206	157.732
8.10558	157.617	112.941	113.648	108.674	-27.207	76.871
8.10516	71.138	-76.444	126.922	75.189	-23.552	-25.259
8.10473	73.583	-122.089	114.925	90.767	-62.155	-34.235
8.1043	91.043	-157.804	176.69	138.164	7.294	17.365
8.10388	254.962	-174.252	85.891	-8.15	44.152	55.691
8.10345	287.415	-150.856	137.153	38.684	-46.807	65.162
8.10302	150.907	-65.456	139.271	99.839	-30.705	-37.366
8.1026	23.948	61.85	-26.045	-18.886	109.819	112.868
8.10217	-83.831	97.773	104.042	-21.854	211.941	121.466
8.10175	21.693	-40.194	35.52	3.935	114.715	92.195
8.10132	-92.169	39.114	30.732	10.937	-98.687	76.361
8.10089	-178.893	115.899	157.628	46.101	-132.63	-75.667
8.10047	-203.506	73.216	172.108	141.788	-21.051	6.768
8.10004	-101.349	-31.752	149.465	141.251	134.453	32.896
8.09961	34.145	-68.46	235.817	160.197	54	68.148
8.09919	22.468	30.777	8.658	146.721	5.022	54.899
8.09876	152.651	33.399	20.722	130.993	81.49	14.679
8.09833	146.903	-155.094	75.409	1.048	16.719	-18.328
8.09791	-28.608	-112.141	-45.466	101.53	95.879	85.491
8.09748	-21.54	36.082	-5.887	150.929	49.447	98.231
8.09706	4.586	54.986	-8.414	71.334	51.592	-5.57
8.09663	-141.497	-12.888	69.686	-42.422	200.072	-29.602
8.0962	-54.243	13.103	152.988	103.893	14.799	85.071
8.09578	-97.79	94.601	106.477	195.602	37.965	-92.585
8.09535	-156.06	-24.843	139.554	245.211	39.982	-38.346
8.09492	-93.212	-252.67	58.487	215.374	68.558	110.222
8.0945	-32.888	-267.495	-17.869	152.906	27.317	-57.148
8.09407	193.249	-155.636	-13.328	201.889	-64.181	-11.9
8.09364	251.476	-63.065	-113.064	51.109	-50.052	-67.355
8.09322	180.922	-151.611	-156.978	173.196	-87.336	-221.87
8.09279	18.259	-187.067	-203.816	150.575	4.443	-136.91
8.09237	-81.094	-283.594	-118.001	62.096	-121.447	13.711
8.09194	1.107	-28.806	-182.994	63.242	-125.281	108.559
8.09151	-49.161	142.646	8.154	74.146	-94.644	132.932
8.09109	51.068	169.91	-60.518	80.886	-35.352	92.152
8.09066	45.906	-21.045	-94.097	100.815	-95.984	65.7
8.09023	53.951	58.696	-25.307	48.317	-113.044	19.8
8.08981	93.104	13.056	-113.393	26.262	-126.117	-26.925
8.08938	49.477	-14.987	-211.301	15.347	-150.631	105.617
8.08895	46.393	14.303	-190.947	31.371	46.214	55.545
8.08853	87.193	138.503	-131.651	137.836	-81.609	-90.104
8.0881	116.901	93.713	2.061	41.168	-13.217	-24.092
8.08768	99.186	123.836	-26.344	2.014	-1.516	-24.377
8.08725	-10.187	55.335	-24.931	-9.138	-56.677	68.313
8.08682	48.793	-39.005	84.124	241.478	26.123	156.951
8.0864	51.227	9.376	83.986	238.726	-1.187	228.069
8.08597	26.458	-103.336	74.031	-1.543	-156.447	-21.98
8.08554	117.094	-31.059	170.175	45.665	-39.501	-11.176
8.08512	-3.745	21.199	152.463	33.134	120.253	91.471
8.08469	21.245	89.611	117.771	-9.153	52.409	69.259
8.08426	39.556	96.299	95.289	-48.415	-75.604	92.58
8.08384	17.466	-6.647	104.92	-12.623	-84.078	84.081
8.08341	149.216	-138.561	107.548	109.827	63.473	33.084
8.08298	95.651	-22.69	55.808	207.703	118.058	-149.111
8.08256	172.884	77.581	-200.421	155.34	25.566	37.336
8.08213	315.001	-83.248	-213.93	-2.419	4.776	-8.417
8.08171	293.43	-71.594	-118.273	36.608	-21.015	-62.44
8.08128	116.129	-85.545	-30.796	150.302	-36.024	78.478
8.08085	65.455	-87.618	-110.083	46.277	25.663	-2.678
8.08043	-27.6	-61.135	-36.965	-22.417	-85.007	50.115
8.08	-78.397	25.177	-6.581	39.241	-12.847	197.896
8.07957	-58.764	-35.853	121.402	130.137	65.238	199.814
8.07915	-128.345	13.098	88.399	197.009	62.396	130.58
8.07872	-200.814	134.621	125.741	-19.163	24.901	166.346
8.07829	-72.134	14.695	112.345	42.655	27.557	46.881
8.07787	28.58	-28.119	10.417	90.197	110.246	121.002
8.07744	125.76	39.215	36.094	101.145	103.08	3.935
