Metabolite,pos_in_ppm,couple_code,J_constant,no_of_protons,overwrite_pos,overwrite_var,overwrite_truncation,Include_multiplet
Glucosan,5.441,0,,1,n,n,n,1
Glucose 1-phosphate,5.45,"1,1","7.37,3.43 ",15,n,n,n,1
Glucose 1-phosphate,3.48,"1,1,1","9.70,3.41,1.85 ",13,n,n,n,1
Glucose 1-phosphate,3.39,2,9.63,13,n,n,n,1
Glucose 6-phosphate,3.27,"1,1","9.21,7.99",2,n,n,n,1
Glucose 6-phosphate,3.5,1,9.32,2,n,n,n,1
Glucose 6-phosphate,3.56,"1,1,1","9.63,4.01,2.45",2,n,n,n,1
Glucose 6-phosphate,3.71,2,9.54,1,n,n,n,1
Glucose 6-phosphate,3.87,"1,1,1","9.81,3.86,2.04",1,n,n,n,1
Glucose 6-phosphate,3.92,"1,1,1","11.91,5.07,2.09",1,n,n,n,1
Glucose 6-phosphate,3.99,"1,1","6.23,3.14",2,n,n,n,1
Glucose 6-phosphate,4.64,1,7.99,1,n,n,n,1
Glucose 6-phosphate,5.22,1,3.75,1,n,n,n,1
Glutaconic acid,3.073,"1,1","7.33,1.51",2,n,n,n,1
Glutaconic acid,5.858,"1,2","15.56,1.49",1,n,n,n,1
Glutaconic acid,6.651,"1,2","15.58,7.32",1,n,n,n,1
Glutaric acid,2.37,2,7.46,2,n,n,n,1
Glutarylglycine,1.83,4,7.63,2,n,n,n,1
Glutarylglycine,2.2,2,7.54,2,n,n,n,1
Glutarylglycine,3.74,0,,2,n,n,n,1
Glutathione,4.2,3,7.14,1,n,n,n,1
Glutathione,2.97,"1,1","14.23,9.47 ",2,n,n,n,1
Glyceraldehyde,9.68,0,0,1,n,n,n,1
Glyceraldehyde,4.95,1,5.22,1,n,n,n,1
Glyceraldehyde,3.75,"1,1","11.42,3.04 ",2,n,n,n,1
Glycerol,3.77,"2,2","6.46,4.40 ",18,n,n,n,1
Glycerol 3-phosphate,3.61,"1,1","11.80,5.95",1,n,n,n,1
Glycerol 3-phosphate,3.67,"1,1","11.80,4.63",1,n,n,n,1
Glycerophosphocholine,3.2,0,,9,n,n,n,1
Glycine,3.54,0,4,2,n,n,n,1
Glycocholic acid,0.93,2,7.39,3,n,n,n,1
Glycocholic acid,0.9,0,0,2,n,n,n,1
Glycocholic acid,0.7,0,0,2,n,n,n,1
Glycolic acid,3.94,0,2,1,n,n,n,1
Glycyl-L-leucine,0.95,2,6.39,1,n,n,n,1
Glycyl-L-leucine,0.95,2,6.39,1,n,n,n,1
Glycyl-L-leucine,3.81,1,2.63,2,n,n,n,1
Glycyl-L-leucine,4.2,0,,1,n,n,n,1
Glycylproline,1.97,1,0.16,1,n,n,n,1
Glycylproline,1.99,0,,1,n,n,n,1
Glycylproline,3.94,0,,1,n,n,n,1
Glyoxylic acid,5.09,0,4,1,n,n,n,1
Glyoxylic acid,9.39,0,3,1,n,n,n,1
GMP,4.492,0,,1,n,n,n,1
GMP,5.937,1,6.1,1,n,n,n,1
GMP,8.137,0,,1,n,n,n,1
GMP,8.196,0,,1,n,n,n,1
Guaiacol,3.9,0,,3,n,n,n,1
Guaifenesin,3.84,0,,3,n,n,n,1
Guanidinosuccinic acid,2.52,"1,1","16.15,9.60",1,n,n,n,1
Guanidinosuccinic acid,2.81,"1,1","16.18,3.41",1,n,n,n,1
Guanidinosuccinic acid,4.22,"1,1","9.57,3.47",1,n,n,n,1
Guanidoacetic acid,3.78,0,,6,n,n,n,1
Guanine,7.65,0,,1,n,n,n,1
Guanosine,3.82,1,4.08,1,n,n,n,1
Guanosine,3.87,1,3.09,1,n,n,n,1
Guanosine,4.22,3,3.73,1,n,n,n,1
Guanosine,4.4,"1,1","5.10,3.89",1,n,n,n,1
Guanosine,5.9,1,5.95,1,n,n,n,1
Guanosine,7.99,0,,1,n,n,n,1
Guanosine triphosphate,5.92,1,6.11,1,n,n,n,1
Guanosine triphosphate,8.13,0,,1,n,n,n,1
Hematoporphyrin IX,2.15,1,6.66,6,n,n,n,1
Heneicosanoic acid,0.88,2,7.04,3,n,n,n,1
Heneicosanoic acid,1.25,0,,30,n,n,n,1
Heparan sulfate,3.82,0,,8,n,n,n,1
Heptadecanoic acid,0.88,2,7.04,3,n,n,n,1
Heptadecanoic acid,2.35,2,7.54,2,n,n,n,1
Heptanoic acid,0.85,2,7.03,2,n,n,n,1
Heptanoic acid,1.53,2,7.13,2,n,n,n,1
Heptanoic acid,2.16,2,7.5,2,n,n,n,1
Hesperidin,4.52,0,,1,n,n,n,1
Hexanoylcarnitine,0.86,2,6.93,1,n,n,n,1
Hexanoylcarnitine,3.85,"1,1","14.46,8.69 ",1,n,n,n,1
Hexanoylcarnitine,2.42,"1,2","7.47,3.09 ",1,n,n,n,1
Hexanoylcarnitine,2.5,"1,1","15.60,7.78 ",1,n,n,n,1
Hexanoylcarnitine,2.63,"1,1","15.60,5.44 ",1,n,n,n,1
Hexanoylcarnitine,3.61,1,14.46,1,n,n,n,1
Hexanoylcarnitine,3.18,0,0,5,n,n,n,1
Hexanoylglycine,4.1,1,5.22,16,n,n,n,1
Hexanoylglycine,2.26,2,7.64,16,n,n,n,1
Hippuric acid,3.96,1,5.84,2,n,n,n,1
Hippuric acid,7.62,"2,2","7.47,1.52",1,n,n,n,1
Hippuric acid,7.82,"1,1","8.41,1.24",2,n,n,n,1
Histamine,3.29,2,7.11,2,n,n,n,1
Histamine,7.14,0,,1,n,n,n,1
Histamine,7.99,0,,1,n,n,n,1
Homo-L-arginine,3.2,2,6.94,2,n,n,n,1
Homo-L-arginine,3.74,2,6.04,1,n,n,n,1
Homocarnosine,8.01,0,0,7,n,n,n,1
Homocarnosine,7.06,0,0,7,n,n,n,1
Homocarnosine,3.18,"1,1","15.14,4.70 ",6,n,n,n,1
Homocarnosine,3,"1,1","15.14,8.93 ",8,n,n,n,1
Homocysteine,2.65,"1,1,1","10.73,8.12,6.73",2,n,n,n,1
Homocysteine,3.87,"1,1","7.13,5.62",1,n,n,n,1
Homovanillic acid,3.44,0,,2,n,n,n,1
Homovanillic acid,3.86,0,,3,n,n,n,1
Homovanillic acid,6.77,"1,1","8.05,2.01",1,n,n,n,1
Homovanillic acid,6.86,1,8.05,1,n,n,n,1
Homovanillic acid,6.94,1,1.96,1,n,n,n,1
Homoveratric acid,6.99,1,8.19,1,n,n,n,1
Homoveratric acid,6.95,1,1.14,1,n,n,n,1
Homoveratric acid,3.5,0,0,2,n,n,n,1
Homoveratric acid,3.84,1,4.48,5,n,n,n,1
Hydrochlorothiazide,7.088,0,,1,n,n,n,1
Hydrochlorothiazide,8.248,0,,1,n,n,n,1
Hydrocinnamic acid,2.48,2,7.77,2,n,n,n,1
Hydrocinnamic acid,2.88,2,7.73,2,n,n,n,1
Hydroquinone,6.81,0,,4,n,n,n,1
Hydroxycobalamin,0.49,0,,1,n,n,n,1
Hydroxycobalamin,1.27,0,,2,n,n,n,1
Hydroxycobalamin,1.29,0,,3,n,n,n,1
Hydroxycobalamin,1.43,0,,3,n,n,n,1
Hydroxycobalamin,1.49,0,,3,n,n,n,1
Hydroxycobalamin,1.91,0,,3,n,n,n,1
Hydroxycobalamin,2.24,0,,3,n,n,n,1
Hydroxycobalamin,2.62,0,,3,n,n,n,1
Hydroxycobalamin,2.81,"1,1","14.03,9.57",1,n,n,n,1
Hydroxycobalamin,6.16,0,,1,n,n,n,1
Hydroxycobalamin,7.14,0,,1,n,n,n,1
Hydroxyisocaproic acid,4.05,"1,1","8.38,4.75 ",8,n,n,n,1
Hydroxyisocaproic acid,0.92,1,2.53,22,n,n,n,1
Hydroxyisocaproic acid,0.93,1,2.47,23,n,n,n,1
Hydroxyoctanoic acid,4.01,"1,1","7.25,4.28 ",1,n,n,n,1
Hydroxyoctanoic acid,0.85,2,0,3,n,n,n,1
Hydroxyphenylacetylglycine,3.58,0,0,1,n,n,n,1
Hydroxyphenylacetylglycine,3.83,1,5.86,1,n,n,n,1
Hydroxyphenylacetylglycine,6.88,1,8.46,1,n,n,n,1
Hydroxyphenylacetylglycine,7.21,1,8.42,1,n,n,n,1
Hydroxyphenyllactic acid,7.17,1,8.24,2,n,n,n,1
Hydroxyphenyllactic acid,6.85,1,8.28,2,n,n,n,1
Hydroxyphenyllactic acid,4.35,"1,1","7.23,4.80 ",1,n,n,n,1
Hydroxyphenyllactic acid,3.04,"1,1","14.18,4.44 ",1,n,n,n,1
Hydroxyphenyllactic acid,2.87,"1,1","14.16,7.57 ",1,n,n,n,1
Hydroxyproline,2.14,"1,1,1","14.06,10.07,4.21",2,n,n,n,1
Hydroxyproline,3.36,"1,1,1","12.59,1.97,1.42",2,n,n,n,1
Hydroxyproline,3.46,"1,1","12.64,3.87",2,n,n,n,1
Hydroxyproline,4.33,1,7.97,1,n,n,n,1
Hydroxyproline,4.35,1,7.97,1,n,n,n,1
Hyodeoxycholic acid,0.69,0,,3,n,n,n,1
Hyodeoxycholic acid,0.92,0,,3,n,n,n,1
Hyodeoxycholic acid,0.95,1,6.55,3,n,n,n,1
Hypotaurine,2.66,2,6.93 4 ,2,n,n,n,1
Hypotaurine,3.34,2,6.93 5 ,2,n,n,n,1
Hypoxanthine,8.17,0,,1,n,n,n,1
Hypoxanthine,8.2,0,,1,n,n,n,1
Ibuprofen,0.9,1,6.61,6,n,n,n,1
Ibuprofen,1.51,1,7.16,3,n,n,n,1
Ibuprofen,2.45,1,7.18,2,n,n,n,1
Ibuprofen,3.72,3,7.17,1,n,n,n,1
Ibuprofen,7.11,1,8.1,2,n,n,n,1
Ibuprofen,7.23,1,8.03,2,n,n,n,1
Imidazole,7.28,0,,2,n,n,n,1
Imidazole,8.18,0,,1,n,n,n,1
Imidazoleacetic acid,13.39,0,,1,n,n,n,1
Imidazoleacetic acid,12.1,0,,1,n,n,n,1
Imidazoleacetic acid,8.6,0,,3,n,n,n,1
Imipramine,7.05,1,7.82,8,n,n,n,1
Imipramine,6.96,2,7.32,8,n,n,n,1
Imipramine,3.87,2,6.15,6,n,n,n,1
Imipramine,3.14,0,0,14,n,n,n,1
Imipramine,2.6,0,0,24,n,n,n,1
Indole,6.59,1,2.75,1,n,n,n,1
Indole,7.14,"1,2","7.50,0.61",1,n,n,n,1
Indole,7.24,"1,2","7.54,0.80",1,n,n,n,1
Indole,7.4,1,2.75,1,n,n,n,1
Indole,7.54,1,8.19,1,n,n,n,1
Indole,7.7,1,7.89,1,n,n,n,1
Indole-3-carbinol,4.79,1,0.66,2,n,n,n,1
Indole-3-carbinol,7.02,2,7.46,1,n,n,n,1
Indole-3-carbinol,7.21,0,,1,n,n,n,1
Indole-3-carboxylic acid,7.94,0,,1,n,n,n,1
Indoleacetic acid,3.65,0,,2,n,n,n,1
Indoleacetic acid,7.5,1,8.15,1,n,n,n,1
Indoleacetic acid,7.62,1,7.83,1,n,n,n,1
Indoleacrylic acid,7.64,0,,1,n,n,n,1
Indolelactic acid,3.06,"1,1","14.88,7.65",1,n,n,n,1
Indolelactic acid,3.249,"1,1,1","14.85,4.26,0.70",1,n,n,n,1
Indolelactic acid,4.333,"1,1","7.65,4.29",1,n,n,n,1
Indolelactic acid,7.157,"2,1","7.49,0.98",1,n,n,n,1
Indolelactic acid,7.499,1,8.14,1,n,n,n,1
Indolelactic acid,7.74,1,7.92,1,n,n,n,1
Indoxyl sulfate,7.362,0,,1,n,n,n,1
Indoxyl sulfate,7.507,1,8.24,1,n,n,n,1
Indoxyl sulfate,7.712,1,7.96,1,n,n,n,1
Inosine,3.832,"1,1","12.77,4.03",1,n,n,n,1
Inosine,3.902,"1,1","12.77,3.00",1,n,n,n,1
Inosine,4.257,"1,1","7.05,3.09",1,n,n,n,1
Inosine,4.42,"1,1","4.99,3.96",1,n,n,n,1
Inosine,4.798,0,,1,n,n,n,1
Inosine,6.055,1,5.68,1,n,n,n,1
Inosine,8.187,0,,1,n,n,n,1
Inosine,8.305,0,,1,n,n,n,1
Inosine triphosphate,8.48,0,0,1,n,n,n,1
Inosine triphosphate,8.22,0,0,1,n,n,n,1
Inosine triphosphate,6.13,1,5.72,1,n,n,n,1
Inosinic acid,8.55,0,0,1,n,n,n,1
Inosinic acid,8.21,0,0,1,n,n,n,1
Inosinic acid,6.13,1,5.76,1,n,n,n,1
Iodotyrosine,3,"1,1","14.72,7.88",1,n,n,n,1
Iodotyrosine,3.15,"1,1","14.72,5.18",1,n,n,n,1
Iodotyrosine,3.91,"1,1","7.80,5.21",1,n,n,n,1
Iodotyrosine,6.92,1,8.32,1,n,n,n,1
Iodotyrosine,7.16,"1,1","8.32,2.15",1,n,n,n,1
Iodotyrosine,7.69,1,2.04,1,n,n,n,1
Isobutyric acid,1.21,1,7.02,5,n,n,n,1
Isobutyryl-L-carnitine,3.88,"1,1","14.53,8.67 ",3,n,n,n,1
Isobutyryl-L-carnitine,3.62,1,14.82,3,n,n,n,1
Isobutyryl-L-carnitine,3.18,0,0,34,n,n,n,1
Isobutyryl-L-carnitine,2.59,1,5.81,3,n,n,n,1
Isobutyryl-L-carnitine,1.15,1,3.98,16,n,n,n,1
Isobutyryl-L-carnitine,1.13,1,3.98,13,n,n,n,1
Isobutyrylglycine,4.1,1,5.12,17,n,n,n,1
Isobutyrylglycine,1.21,1,6.91,44,n,n,n,1
Isocaproic acid,0.91,1,6.5,6,n,n,n,1
Isocaproic acid,1.54,3,7.31,2,n,n,n,1
Isocaproic acid,2.36,2,0,2,n,n,n,1
Isoferulic acid,7.28,1,15.97,1,n,n,n,1
Isoferulic acid,7.04,1,8.1,1,n,n,n,1
Isoferulic acid,6.36,1,15.97,1,n,n,n,1
Isoferulic acid,3.89,0,0,1,n,n,n,1
Isomaltose,3.25,"1,1","8.97,8.09",1,n,n,n,1
Isomaltose,3.42,2,9.52,2,n,n,n,1
Isomaltose,3.63,"1,1,1","9.49,4.65,1.98",1,n,n,n,1
Isomaltose,3.95,"1,1","11.28,4.68",2,n,n,n,1
Isomaltose,4.67,1,7.98,1,n,n,n,1
Isomaltose,5.23,1,3.8,1,n,n,n,1
Isopropyl alcohol,1.16,1,6.22,2,n,n,n,1
Isovaleric acid,0.9,1,6.61,6,n,n,n,1
Isovaleric acid,1.94,"1,3","7.87,6.66",1,n,n,n,1
Isovaleric acid,2.05,1,0.53,2,n,n,n,1
Isovalerylalanine,0.92,"1,1","11.40,6.65",6,n,n,n,1
Isovalerylalanine,1.32,1,7.25,3,n,n,n,1
Isovalerylalanine,1.99,"1,1,1","13.84,7.19,7.01",1,n,n,n,1
Isovalerylcarnitine,0.97,"1,1","6.68,1.29",6,n,n,n,1
Isovalerylcarnitine,3.2,0,,9,n,n,n,1
Isovalerylglutamic acid,2.32,2,7.85,2,n,n,n,1
Isovalerylglutamic acid,2.16,"1,1","7.41,2.97 ",2,n,n,n,1
Isovalerylglutamic acid,0.93,2,7.14,7,n,n,n,1
Isovalerylglycine,0.925,1,6.67,5,n,n,n,1
Isovalerylglycine,2.162,1,7.44,2,n,n,n,1
Isovalerylglycine,3.747,1,5.84,2,n,n,n,1
Isoxanthopterin,7.52,0,,1,n,n,n,1
Itaconic acid,6.33,0,,1,n,n,n,1
Itaconic acid,5.85,0,,1,n,n,n,1
Itaconic acid,3.4,0,,3,n,n,n,1
Kaempferol,6.18,1,2.09,1,n,n,n,1
Kaempferol,6.39,1,2.09,1,n,n,n,1
Ketoleucine,0.93,1,6.68,5,n,n,n,1
Ketoleucine,2.65,1,7,2,n,n,n,1
Kynurenic acid,6.668,0,,1,n,n,n,1
Kynurenic acid,7.349,"1,1,1","8.13,7.06,0.95",1,n,n,n,1
Kynurenic acid,7.539,1,8.4,1,n,n,n,1
Kynurenic acid,7.629,"1,1,1","8.45,6.94,1.37",1,n,n,n,1
Kynurenic acid,7.916,"1,1","8.29,0.92",1,n,n,n,1
L-2-Hydroxyglutaric acid,4.01,"1,1","7.55,4.07 ",1,n,n,n,1
L-a-aminobutyric acid,0.982,2,7.58,3,n,n,n,1
L-Acetylcarnitine,2.13,0,,3,n,n,n,1
L-Acetylcarnitine,3.18,0,,9,n,n,n,1
L-Alanine,1.46,1,7.14,3,n,n,n,1
L-Alanine,3.76,3,7.2,1,n,n,n,1
L-Arabinose,3.51,"1,1","9.70,7.83 ",2,n,n,n,1
L-Arabinose,3.82,"1,1","9.78,3.57 ",1,n,n,n,1
L-Arabinose,4.52,1,7.75,1,n,n,n,1
L-Arabinose,5.25,1,3.57,1,n,n,n,1
L-Arabitol,3.57,"1,1","8.30,1.62 ",2,n,n,n,1
L-Arabitol,3.83,"1,1","11.76,2.65 ",2,n,n,n,1
L-Arginine,1.89,"1,1","9.22,6.53",2,n,n,n,1
L-Arginine,3.233,2,6.91,2,n,n,n,1
L-Arginine,3.752,2,6.13,1,n,n,n,1
L-Asparagine,4,"1,1","7.69,4.26 ",1,n,n,n,1
L-Aspartyl-L-phenylalanine,2.22,0,,1,n,n,n,1
L-Aspartyl-L-phenylalanine,3.1,0,,1,n,n,n,1
L-Aspartyl-L-phenylalanine,7.31,1,7.11,3,n,n,n,1
L-Carnitine,2.43,"1,1","9.27,6.68",2,n,n,n,1
L-Carnitine,3.21,0,,9,n,n,n,1
L-Cystathionine,3.85,"1,2","6.85,5.56",1,n,n,n,1
L-Cystathionine,3.95,"1,2","7.11,4.41",1,n,n,n,1
L-Cystine,3.18,"1,1","14.94,8.10",1,n,n,n,1
L-Cystine,3.38,"1,1","14.99,3.91",1,n,n,n,1
L-Cystine,4.1,"1,1","8.21,3.91",1,n,n,n,1
L-Dihydroorotic acid,2.79,"1,1","17.06,6.27",1,n,n,n,1
L-Dihydroorotic acid,2.98,"1,1","17.06,6.82",1,n,n,n,1
L-Dihydroorotic acid,4.12,2,6.52,1,n,n,n,1
L-Dopa,6.89,1,8.1,2,n,n,n,1
L-Dopa,6.82,1,1.83,2,n,n,n,1
L-Dopa,6.72,"1,1","8.10,1.83 ",2,n,n,n,1
L-Dopa,3.92,"1,1","7.78,5.08 ",2,n,n,n,1
L-Dopa,3.14,"1,1","14.64,4.99 ",2,n,n,n,1
L-Dopa,2.98,"1,1","14.64,7.87 ",2,n,n,n,1
L-Fucose,5.21,1,3.9,3,n,n,n,1
L-Fucose,4.56,1,7.91,6,n,n,n,1
L-Fucose,4.2,3,6.61,3,n,n,n,1
L-Fucose,3.86,"1,1","10.30,3.38 ",4,n,n,n,1
L-Fucose,3.64,"1,1","9.92,3.49 ",8,n,n,n,1
L-Fucose,3.45,"1,1","9.89,7.97 ",9,n,n,n,1
L-Fucose,1.25,1,6.48,18,n,n,n,1
L-Fucose,1.21,1,6.65,8,n,n,n,1
L-Glutamine,3.766,2,6.18,1,n,n,n,1
L-Hexanoylcarnitine,3.2,0,,9,n,n,n,1
L-Histidine,3.16,"1,1","15.55,7.75",1,n,n,n,1
L-Histidine,3.23,"1,1","16.10,4.93",1,n,n,n,1
L-Histidine,3.98,"1,1","7.73,4.98",1,n,n,n,1
L-Histidine,7.09,1,0.58,1,n,n,n,1
L-Histidine,7.9,1,1.13,1,n,n,n,1
L-Homoserine,3.85,"1,1","7.56,4.81",1,n,n,n,1
L-Isoleucine,0.93,2,7.44,3,n,n,n,1
L-Isoleucine,1,1,7.06,3,n,n,n,1
L-Isoleucine,1.25,"1,1,1","13.53,9.32,7.36",1,n,n,n,1
L-Isoleucine,1.46,"1,1,1","13.41,7.51,4.82",1,n,n,n,1
L-Isoleucine,3.66,1,4.02,1,n,n,n,1
L-Kynurenine,6.83,"1,1","8.39,0.96",1,n,n,n,1
L-Lactic acid,1.32,"1,1","6.93,0.23",3,n,n,n,1
L-Lactic acid,4.1,3,6.92,1,n,n,n,1
L-Leucine,0.94,1,6,3,n,n,n,1
L-Leucine,0.95,1,6,3,n,n,n,1
L-Lysine,3.02,2,7.58,2,n,n,n,1
L-Lysine,3.02,2,7.58,2,n,n,n,1
L-Lysine,3.75,2,6.11,1,n,n,n,1
L-Lysine,3.75,2,6.11,1,n,n,n,1
L-Malic acid,2.35,"1,1","15.37,10.24",1,n,n,n,1
L-Malic acid,2.66,"1,1","15.37,2.99",1,n,n,n,1
L-Malic acid,4.29,"1,1","10.23,2.98",1,n,n,n,1
L-Norleucine,0.905,2,7.14,28,n,n,n,1
L-Norleucine,3.739,"1,1","6.92,5.38",12,n,n,n,1
L-Octanoylcarnitine,3.86,"1,1","14.48,8.72 ",1,n,n,n,1
L-Octanoylcarnitine,3.62,1,14.46,1,n,n,n,1
L-Octanoylcarnitine,2.43,"1,2","7.40,2.63 ",2,n,n,n,1
L-Octanoylcarnitine,1.6,2,0,2,n,n,n,1
L-Octanoylcarnitine,0.85,2,6.66,2,n,n,n,1
L-Octanoylcarnitine,3.18,0,0,9,n,n,n,1
L-Palmitoylcarnitine,3.7,1,13.82,2,n,n,n,1
L-Palmitoylcarnitine,3.2,0,0,19,n,n,n,1
L-Palmitoylcarnitine,2.69,1,6.41,4,n,n,n,1
L-Palmitoylcarnitine,0.82,2,6.59,6,n,n,n,1
L-Pipecolic acid,2.99,"2,1","12.48,3.22",1,n,n,n,1
L-Pipecolic acid,3.57,"1,1","11.66,3.52",1,n,n,n,1
L-Proline,3.33,"1,2","14.02,7.11",1,n,n,n,1
L-Proline,3.41,"1,2","11.65,7.02",1,n,n,n,1
L-Proline,4.12,"1,1","8.63,6.42",1,n,n,n,1
L-Serine,3.83,"1,1","5.63,3.80 ",33,n,n,n,1
L-Threonine,1.31,1,6.41,3,n,n,n,1
L-Threonine,3.57,1,4.76,1,n,n,n,1
L-Thyronine,3.08,1,4.35,1,n,n,n,1
L-Thyronine,3.35,"1,1","8.28,4.48",1,n,n,n,1
L-Thyronine,6.8,1,8.58,2,n,n,n,1
L-Thyronine,7.2,1,8.58,2,n,n,n,1
L-Tryptophan,7.31,0,,1,n,n,n,1
L-Tryptophan,7.53,1,8.16,1,n,n,n,1
L-Tryptophan,7.72,1,7.99,1,n,n,n,1
L-Valine,0.976,1,7.01,3,n,n,n,1
L-Valine,1.029,1,7.05,3,n,n,n,1
L-Valine,3.601,1,4.33,1,n,n,n,1
L(-)-Nicotine pestanal,2.76,0,,3,n,n,n,1
L(-)-Nicotine pestanal,4.46,"1,1","10.32,7.73",1,n,n,n,1
L(-)-Nicotine pestanal,7.6,"1,1","7.95,4.92",1,n,n,n,1
L(-)-Nicotine pestanal,8.05,"1,2","8.06,1.77",1,n,n,n,1
L(-)-Nicotine pestanal,8.63,"1,1","4.92,1.35",1,n,n,n,1
L(-)-Nicotine pestanal,8.66,1,2.15,1,n,n,n,1
Lactulose,4.125,"1,1","10.01,3.28",1,n,n,n,1
Lactulose,4.249,2,7,1,n,n,n,1
Lactulose,4.46,1,7.83,1,n,n,n,1
Lactulose,4.553,1,7.77,1,n,n,n,1
Lansoprazole,4.65,0,,2,n,n,n,1
Lansoprazole,4.81,1,6.55,2,n,n,n,1
Lansoprazole,6.98,1,5.72,1,n,n,n,1
Lathosterol,0.53,0,,2,n,n,n,1
Lathosterol,0.8,0,,2,n,n,n,1
Lathosterol,0.87,"1,1","6.63,2.89",5,n,n,n,1
Lathosterol,0.92,1,6.55,2,n,n,n,1
Lathosterol,1,2,9.46,1,n,n,n,1
Lathosterol,1.2,3,9.24,1,n,n,n,1
Lathosterol,1.45,0,,3,n,n,n,1
Lathosterol,1.77,"1,1","4.57,2.70",1,n,n,n,1
Leucinic acid,4.28,"1,1","8.85,4.64 ",1,n,n,n,1
Leucinic acid,0.93,"1,1","6.66,1.30 ",8,n,n,n,1
Levofloxacin,1.56,1,6.88,3,n,n,n,1
Levofloxacin,2.38,0,,3,n,n,n,1
Levofloxacin,7.58,1,12.24,1,n,n,n,1
Levofloxacin,8.77,0,,1,n,n,n,1
Levulinic acid,2.212,0,,3,n,n,n,1
Levulinic acid,2.392,2,6.8,2,n,n,n,1
Levulinic acid,2.766,2,6.78,2,n,n,n,1
Linoleic acid,0.9,2,6.82,3,n,n,n,1
Linoleic acid,2.357,2,7.5,2,n,n,n,1
Linoleic acid,2.782,2,6.34,2,n,n,n,1
Liothyronine,2.85,"1,1","14.28,8.28",1,n,n,n,1
Liothyronine,3.12,"1,1","14.31,4.46",1,n,n,n,1
Liothyronine,3.49,"1,1","8.23,4.65",1,n,n,n,1
Liothyronine,6.63,"1,1","8.86,2.97",1,n,n,n,1
Liothyronine,6.86,1,8.86,1,n,n,n,1
Liothyronine,7.03,1,2.97,1,n,n,n,1
Liothyronine,7.82,0,,2,n,n,n,1
Lipoamide,2.16,2,7.54,2,n,n,n,1
Lipoic acid,2.39,2,7.41,8,n,n,n,1
Lisinopril,3.02,2,0,1,n,n,n,1
Lisinopril,3.77,2,6.21,1,n,n,n,1
Lisinopril,4.33,2,5.91,1,n,n,n,1
Lisinopril,7.4,2,0,1,n,n,n,1
Lithocholic acid,0.92,0,,4,n,n,n,1
Lithocholic acid,0.65,0,,3,n,n,n,1
Loperamide,1.78,1,13.92,2,n,n,n,1
Loperamide,2.29,0,,3,n,n,n,1
Loperamide,2.94,0,,3,n,n,n,1
Loperamide,7.32,2,7.07,1,n,n,n,1
Loratadine,1.26,2,7.1,3,n,n,n,1
Luteolin,6.54,0,,1,n,n,n,1
m-Coumaric acid,7.16,1,7.69,1,n,n,n,1
m-Coumaric acid,7.08,0,0,1,n,n,n,1
m-Coumaric acid,6.91,"1,1","8.08,2.08 ",1,n,n,n,1
m-Coumaric acid,6.48,1,16.06,1,n,n,n,1
Maleic acid,6.04,0,,1,n,n,n,1
Malic acid,2.36,"1,1","15.38,10.12",1,n,n,n,1
Malic acid,2.66,"1,1","15.36,2.95",1,n,n,n,1
Malic acid,4.29,"1,1","10.12,2.88",1,n,n,n,1
Malonic acid,3.11,0,,2,n,n,n,1
Maltitol,3.58,"1,1","9.93,3.88",1,n,n,n,1
Maltitol,3.74,2,9.55,1,n,n,n,1
Maltitol,3.81,"1,1","17.14,12.24",3,n,n,n,1
Maltitol,3.99,"1,2","7.44,3.79",1,n,n,n,1
Maltitol,5.12,1,3.91,1,n,n,n,1
Maltotetraose,3.27,"1,1","9.30,8.14",1,n,n,n,1
Maltotetraose,3.42,2,9.55,2,n,n,n,1
Maltotetraose,4.65,1,7.92,1,n,n,n,1
Maltotetraose,5.22,1,3.69,1,n,n,n,1
Mandelic acid,4.98,0,,2,n,n,n,1
Mannitol,3.649,"1,1","11.76,6.26",22,n,n,n,1
Mannitol,3.84,"1,1","11.87,2.86",21,n,n,n,1
Medroxyprogesterone,0.76,0,,3,n,n,n,1
Medroxyprogesterone,1.08,1,6.44,3,n,n,n,1
Medroxyprogesterone,1.19,0,,3,n,n,n,1
Medroxyprogesterone,1.58,0,,6,n,n,n,1
Medroxyprogesterone,2.28,0,,3,n,n,n,1
Medroxyprogesterone,5.79,0,,1,n,n,n,1
Melatonin,7.42,1,8.83,1,n,n,n,1
Melatonin,7.22,0,0,1,n,n,n,1
Melatonin,7.21,1,2.29,2,n,n,n,1
Melatonin,6.91,"1,1","8.83,2.38 ",1,n,n,n,1
Melatonin,3.89,0,0,3,n,n,n,1
Melatonin,3.47,3,6.54,3,n,n,n,1
Melatonin,2.94,2,6.75,3,n,n,n,1
Melatonin,1.9,0,0,4,n,n,n,1
Melibiose,5.24,1,3.75,1,n,n,n,1
Melibiose,3.25,2,8.53,6,n,n,n,1
Menadione,2.12,0,,3,n,n,n,1
Menthol,0.81,1,6.93,3,n,n,n,1
Menthol,0.85,"1,1","11.91,3.44",1,n,n,n,1
Menthol,0.92,1,6.6,3,n,n,n,1
Menthol,0.93,1,7.04,3,n,n,n,1
Menthol,1.61,"1,3","13.15,3.25",1,n,n,n,1
Menthol,1.66,"1,2","12.82,2.61",1,n,n,n,1
Methionine sulfoxide,2.74,0,,1,n,n,n,1
Methyl isobutyl ketone,0.89,1,6.66,6,n,n,n,1
