Metabolite,pos_in_ppm,couple_code,J_constant,no_of_protons,overwrite_pos,overwrite_var,overwrite_truncation,Include_multiplet
5-Methoxytryptophan,3.89,0,,3,n,n,n,1
5-Methoxytryptophan,4.04,"1,1","7.95,4.92",1,n,n,n,1
5-Methoxytryptophan,6.93,"1,1","8.80,2.48",1,n,n,n,1
5-Methoxytryptophan,7.28,1,2.48,1,n,n,n,1
5-Methoxytryptophan,7.31,0,,1,n,n,n,1
5-Methoxytryptophan,7.45,1,8.8,1,n,n,n,1
5-Methoxytryptophol,2.93,2,7.26,2,n,n,n,1
5-Methoxytryptophol,3.79,2,7.29,2,n,n,n,1
5-Methoxytryptophol,3.81,0,,3,n,n,n,1
5-Methoxytryptophol,6.74,"1,1","8.72,2.39",1,n,n,n,1
5-Methoxytryptophol,7.02,1,2.42,1,n,n,n,1
5-Methoxytryptophol,7.03,0,,1,n,n,n,1
5-Methoxytryptophol,7.2,1,8.75,1,n,n,n,1
5-Methylcytidine,1.96,0,,3,n,n,n,1
5-Methylcytidine,3.82,"1,1","12.82,4.29",1,n,n,n,1
5-Methylcytidine,3.93,"1,1","12.79,2.94",1,n,n,n,1
5-Methylcytidine,4.22,2,5.64,1,n,n,n,1
5-Methylcytidine,5.9,1,4.24,1,n,n,n,1
5-Thymidylic acid,1.91,0,0,4,n,n,n,1
5-Thymidylic acid,7.76,0,0,1,n,n,n,1
5-Thymidylic acid,6.35,2,6.98,1,n,n,n,1
5'-Methylthioadenosine,8.51,0,0,13,n,n,n,1
5'-Methylthioadenosine,8.42,0,0,8,n,n,n,1
5'-Methylthioadenosine,6.12,1,5.03,14,n,n,n,1
5'-Methylthioadenosine,2.1,0,0,33,n,n,n,1
"5a-Androstane-3b,17b-diol",0.72,0,,3,n,n,n,1
"5a-Androstane-3b,17b-diol",0.84,0,,3,n,n,n,1
5alpha-Cholestanol,0.66,0,0,2,n,n,n,1
5alpha-Cholestanol,0.81,0,0,2,n,n,n,1
5alpha-Cholestanol,0.87,"1,1","6.60,2.21 ",5,n,n,n,1
5alpha-Cholestanol,0.91,1,6.52,3,n,n,n,1
5alpha-Cholestanol,1.71,"2,1","13.24,3.50 ",1,n,n,n,1
5alpha-Cholestanol,1.97,"2,1","12.56,3.28 ",1,n,n,n,1
5alpha-Cholestanol,3.6,0,0,1,n,n,n,1
5alpha-Cholestanone,0.69,0,0,2,n,n,n,1
5alpha-Cholestanone,0.91,1,6.5,3,n,n,n,1
5alpha-Cholestanone,1.01,0,0,4,n,n,n,1
5alpha-Cholestanone,1.7,"1,1","13.07,3.10 ",1,n,n,n,1
6-Dimethylaminopurine,7.96,0,,1,n,n,n,1
6-Dimethylaminopurine,7.94,0,,1,n,n,n,1
6-Hydroxydopamine,6.33,0,,1,n,n,n,1
6-Hydroxydopamine,6.44,0,,1,n,n,n,1
6-Hydroxynicotinic acid,6.6,"1,1","9.19,0.88",1,n,n,n,1
6-Hydroxynicotinic acid,8.09,1,2.53,1,n,n,n,1
6-Methyladenine,8.06,0,,1,n,n,n,1
6-Phosphogluconic acid,4.19,1,3.57,1,n,n,n,1
7-Dehydrocholesterol,3.65,"2,2","11.03,4.23 ",1,n,n,n,1
7-Dehydrocholesterol,0.96,0,0,2,n,n,n,1
7-Dehydrocholesterol,0.88,1,6.45,7,n,n,n,1
7-Dehydrocholesterol,0.88,1,6.41,7,n,n,n,1
7-Dehydrocholesterol,0.63,0,0,1,n,n,n,1
7-Ketocholesterol,5.7,1,1.6,1,n,n,n,1
7-Ketocholesterol,2.25,"1,1","12.08,10.98 ",2,n,n,n,1
7-Ketocholesterol,2.04,"1,2","12.81,3.29 ",2,n,n,n,1
7-Ketocholesterol,1.21,0,0,7,n,n,n,1
7-Ketocholesterol,0.93,1,6.54,6,n,n,n,1
7-Ketocholesterol,0.88,1,2.33,7,n,n,n,1
7-Ketocholesterol,0.87,1,2.33,7,n,n,n,1
7-Ketocholesterol,0.69,0,0,6,n,n,n,1
7-Methylguanosine,4.089,0,,1,n,n,n,1
7-Methylguanosine,4.378,2,5.08,1,n,n,n,1
7-Methylguanosine,4.378,2,5.08,1,n,n,n,1
7-Methylguanosine,6.01,1,4.23,1,n,n,n,1
7-Methylguanosine,8.983,0,,1,n,n,n,1
7-Methylxanthine,3.91,1,0.61,3,n,n,n,1
7a-Hydroxy-3-oxo-5b-cholanoic acid,0.64,0,,3,n,n,n,1
7a-Hydroxy-3-oxo-5b-cholanoic acid,0.89,1,6.55,3,n,n,n,1
7a-Hydroxy-3-oxo-5b-cholanoic acid,0.94,0,,3,n,n,n,1
7a-Hydroxy-3-oxo-5b-cholanoic acid,2.1,"1,1,1","15.78,9.12,6.90",1,n,n,n,1
7a-Hydroxy-3-oxo-5b-cholanoic acid,2.23,"1,1,1","15.42,9.81,5.25",1,n,n,n,1
7a-Hydroxy-3-oxo-5b-cholanoic acid,2.36,"2,1","14.44,5.45",1,n,n,n,1
"8,11,14-Eicosatrienoic acid",0.89,2,6.96,3,n,n,n,1
"8,11,14-Eicosatrienoic acid",2.34,2,7.51,2,n,n,n,1
"8,11,14-Eicosatrienoic acid",2.81,2,6.16,4,n,n,n,1
9-Methyluric acid,3.16,0,,3,n,n,n,1
Acetaminophen,1.97,0,0,1,n,n,n,1
Acetaminophen,6.66,1,8.52,1,n,n,n,1
Acetaminophen,7.32,1,8.66,1,n,n,n,1
Acetaminophen,9.11,0,0,1,n,n,n,1
Acetaminophen,9.63,0,0,1,n,n,n,1
Acetic acid,1.91,0,,3,n,n,n,1
Acetoacetic acid,2.27,0,,3,n,n,n,1
Acetoacetic acid,3.43,0,,2,n,n,n,1
Acetoin,1.37,1,7.15,3,n,n,n,1
Acetoin,2.21,0,,3,n,n,n,1
Acetone,2.22,0,,6,n,n,n,1
Acetylcholine ,3.23,0,,8,n,n,n,1
Acetylcholine ,2.16,0,,2,n,n,n,1
Acetylglycine,3.76,1,5.82,28,n,n,n,1
Acetylglycine,2.05,0,0,34,n,n,n,1
Acrylamide,5.82,"1,1","10.18,1.16",1,n,n,n,1
Adenine,8.12,0,,2,n,n,n,1
Adenine,8.11,0,,2,n,n,n,1
Adenosine,3.857,"1,1","12.91,3.57",1,n,n,n,1
Adenosine,3.937,"1,1","12.82,2.79",1,n,n,n,1
Adenosine,4.3,3,3.3,1,n,n,n,1
Adenosine,4.438,"1,1","5.03,3.45",1,n,n,n,1
Adenosine,4.808,0,,1,n,n,n,1
Adenosine,6.021,1,6.07,1,n,n,n,1
Adenosine,8.117,0,,1,n,n,n,1
Adenosine,8.281,0,,1,n,n,n,1
"Adenosine 3',5'-diphosphate",8.58,0,0,1,n,n,n,1
"Adenosine 3',5'-diphosphate",8.26,0,0,1,n,n,n,1
"Adenosine 3',5'-diphosphate",6.16,1,6.13,1,n,n,n,1
Adenosine monophosphate,4.01,"1,1","4.34,3.40",1,n,n,n,1
Adenosine monophosphate,4.36,"1,1","3.32,1.51",1,n,n,n,1
Adenosine monophosphate,4.5,"1,1","5.08,3.48",1,n,n,n,1
Adenosine monophosphate,6.12,1,5.93,1,n,n,n,1
Adenosine monophosphate,8.23,0,,1,n,n,n,1
Adenosine monophosphate,8.58,0,,1,n,n,n,1
Adenosine phosphosulfate,4.24,"1,1","5.09,2.94",2,n,n,n,1
Adenosine phosphosulfate,4.51,"1,1,1","17.17,5.12,3.36",1,n,n,n,1
Adenosine phosphosulfate,6.13,2,5.94,1,n,n,n,1
Adenosine phosphosulfate,8.24,1,1.38,1,n,n,n,1
Adenosine phosphosulfate,8.49,0,,1,n,n,n,1
Adenosine triphosphate,4.619,2,5.39,1,n,n,n,1
Adenosine triphosphate,6.127,1,5.82,1,n,n,n,1
Adenosine triphosphate,8.239,0,,1,n,n,n,1
Adenosine triphosphate,8.526,0,,1,n,n,n,1
Adenylsuccinic acid,2.21,0,0,2,n,n,n,1
Adenylsuccinic acid,3.34,0,0,2,n,n,n,1
Adenylsuccinic acid,6.12,1,5.71,1,n,n,n,1
Adenylsuccinic acid,8.26,0,0,1,n,n,n,1
Adenylsuccinic acid,8.44,0,0,3,n,n,n,1
ADP,8.29,0,,1,n,n,n,1
ADP,8.54,0,,1,n,n,n,1
Aldosterone,1.17,0,,3,n,n,n,1
Aldosterone,1.21,0,,3,n,n,n,1
Aldosterone,4.84,0,,1,n,n,n,1
Aldosterone,5.26,0,,1,n,n,n,1
Aldosterone,5.62,0,,2,n,n,n,1
Allantoin,2.43,"1,1","9.27,6.68",2,n,n,n,1
Allantoin,3.21,0,,9,n,n,n,1
Allocholic acid,0.71,0,,3,n,n,n,1
Allocholic acid,0.8,0,,3,n,n,n,1
Allocholic acid,1.01,1,6.55,3,n,n,n,1
Allocystathionine,3.85,"1,2","6.86,5.57",1,n,n,n,1
Allocystathionine,3.95,"1,2","7.11,4.37",1,n,n,n,1
Allose,3.41,"1,1","8.28,3.00 ",1,n,n,n,1
Allose,3.87,"1,1","12.12,1.88 ",1,n,n,n,1
Allose,4.16,2,2.83,1,n,n,n,1
Alpha-Aspartyl-lysine,4.19,"1,1","9.06,4.67 ",1,n,n,n,1
Alpha-Aspartyl-lysine,4.14,2,6.15,1,n,n,n,1
Alpha-Aspartyl-lysine,3,2,7.48,2,n,n,n,1
Alpha-Aspartyl-lysine,2.85,"1,1","17.18,4.64 ",1,n,n,n,1
Alpha-Aspartyl-lysine,2.65,"1,1","17.18,9.04 ",1,n,n,n,1
Alpha-D-Glucose,3.23,"1,1","9.41,7.98",1,n,n,n,1
Alpha-D-Glucose,3.52,"1,1","9.82,3.77",1,n,n,n,1
Alpha-D-Glucose,3.88,"1,1","12.30,2.23",1,n,n,n,1
Alpha-D-Glucose,4.63,1,7.98,1,n,n,n,1
Alpha-D-Glucose,5.22,1,3.8,1,n,n,n,1
Alpha-Hydroxyhippuric acid,5.52,0,,1,n,n,n,1
Alpha-Hydroxyisobutyric acid,1.34,0,,6,n,n,n,1
Alpha-Lactose,3.28,2,8.6,1,n,n,n,1
Alpha-Lactose,3.59,1,3.68,2,n,n,n,1
Alpha-Lactose,3.73,2,3.64,1,n,n,n,1
Alpha-Lactose,4.44,1,8.58,1,n,n,n,1
Alpha-Lactose,5.22,1,3.8,1,n,n,n,1
Alpha-Linolenic acid,0.98,2,7.57,3,n,n,n,1
Alpha-Linolenic acid,2.35,2,7.51,2,n,n,n,1
Alpha-Terpineol,1.13,1,7.92,6,n,n,n,1
Alpha-Terpineol,1.17,0,,1,n,n,n,1
Alpha-Tocopherol,2.61,2,6.75,1,n,n,n,1
Alpha-Tocopherol,2.17,0,0,2,n,n,n,1
Alpha-Tocopherol,2.12,0,0,4,n,n,n,1
Alpha-Tocopherol,1.24,0,0,3,n,n,n,1
Alpha-Tocopherol,0.88,1,6.86,6,n,n,n,1
Aminoadipic acid,2.234,2,7.44,1,n,n,n,1
Aminocaproic acid,2.99,2,7.57,2,n,n,n,1
Aminocaproic acid,2.19,2,7.32,2,n,n,n,1
Aminopterin,2.295,"1,1,1","8.51,6.79,4.32",2,n,n,n,1
Aminopterin,4.564,0,,2,n,n,n,1
Aminopterin,6.773,1,8.65,2,n,n,n,1
Aminopterin,7.642,1,8.69,2,n,n,n,1
Aminopterin,8.692,0,,1,n,n,n,1
Amlodipine,1.17,2,7.15,3,n,n,n,1
Amlodipine,2.29,0,,3,n,n,n,1
Amlodipine,3.26,"1,1","6.02,4.26",2,n,n,n,1
Amlodipine,3.61,0,,3,n,n,n,1
Amlodipine,5.34,0,,1,n,n,n,1
Amlodipine,7.37,"1,1","7.98,1.10",1,n,n,n,1
Amylose,3.36,0,,15,n,n,n,1
Anabasine,8.42,"1,1","4.90,1.60",1,n,n,n,1
Anabasine,8.54,1,2.15,1,n,n,n,1
Anatabine,3.92,2,7.26,1,n,n,n,1
Anatabine,7.43,"1,1,1","7.91,4.88,0.80",1,n,n,n,1
Anatabine,8.44,"1,1","4.87,1.62",1,n,n,n,1
Anatabine,8.57,1,2.26,1,n,n,n,1
Androstanedione,0.9,0,0,3,n,n,n,1
Androstanedione,1.05,0,0,3,n,n,n,1
Androstanedione,1.34,"1,1","12.17,5.01 ",1,n,n,n,1
Androstanedione,1.38,1,4,1,n,n,n,1
Androstanedione,2.28,1,14.37,1,n,n,n,1
Androstanedione,2.39,"1,1","13.81,6.51 ",1,n,n,n,1
Androstenedione,5.75,0,0,2,n,n,n,1
Androstenedione,1.87,"1,2","12.95,3.34 ",4,n,n,n,1
Androstenedione,1.21,0,0,11,n,n,n,1
Androstenedione,1.12,"2,2","12.80,4.32 ",4,n,n,n,1
Androstenedione,0.92,0,0,11,n,n,n,1
Androsterone,0.82,0,,4,n,n,n,1
Androsterone,0.87,0,,3,n,n,n,1
Androsterone,2.44,"1,1","19.59,8.50",1,n,n,n,1
Aniline,6.71,1,8.05,2,n,n,n,1
Aniline,6.78,2,7.32,1,n,n,n,1
Aniline,7.18,2,7.56,2,n,n,n,1
Anserine,3.04,"1,1","15.79,8.97",1,n,n,n,1
Anserine,3.78,0,,3,n,n,n,1
Anserine,7.12,1,0.99,1,n,n,n,1
Anserine,8.29,1,0.72,1,n,n,n,1
Arachidic acid,2.34,2,7.53,5,n,n,n,1
Arachidic acid,0.88,2,6.91,7,n,n,n,1
Argininosuccinic acid,2.52,"1,1","16.15,9.60",1,n,n,n,1
Argininosuccinic acid,2.81,"1,1","16.12,3.41",1,n,n,n,1
Argininosuccinic acid,3.27,2,6.85,2,n,n,n,1
Argininosuccinic acid,3.76,2,6.13,1,n,n,n,1
Argininosuccinic acid,4.25,"1,1","9.60,3.33",1,n,n,n,1
Ascorbic acid,4.51,1,1.97,5,n,n,n,1
Ascorbic acid,4.01,"1,1,1","7.43,5.73,1.85 ",27,n,n,n,1
Aspartame,3.73,0,,3,n,n,n,1
Aspartame,4.14,"1,1","8.11,5.20",1,n,n,n,1
Aspartame,7.34,"2,2","7.39,2.47",1,n,n,n,1
Atenolol,1.36,"1,1","6.55,4.51",6,n,n,n,1
Atenolol,3.49,0,,1,n,n,n,1
Atenolol,3.57,0,,2,n,n,n,1
Atrolactic acid,1.73,0,,3,n,n,n,1
Atrolactic acid,7.34,"2,2","7.40,1.30",1,n,n,n,1
Atrolactic acid,7.41,2,7.61,1,n,n,n,1
Atrolactic acid,7.52,"1,1","8.43,1.21",1,n,n,n,1
Azelaic acid,2.16,2,7.51,4,n,n,n,1
Azythromycin,0.79,2,7.46,3,n,n,n,1
Azythromycin,0.85,1,6.93,3,n,n,n,1
Azythromycin,0.94,"1,1","7.15,4.24",6,n,n,n,1
Azythromycin,1.01,0,,3,n,n,n,1
Azythromycin,1.13,0,,3,n,n,n,1
Azythromycin,1.15,1,6.16,3,n,n,n,1
Azythromycin,1.17,0,,3,n,n,n,1
Azythromycin,2.2,0,,3,n,n,n,1
Azythromycin,2.21,0,,6,n,n,n,1
Azythromycin,3.23,0,,3,n,n,n,1
B-Carotene,1.03,0,,12,n,n,n,1
B-Carotene,1.72,0,,6,n,n,n,1
B-Carotene,1.97,0,,12,n,n,n,1
Behenic acid,2.35,2,7.5,2,n,n,n,1
Behenic acid,1.26,0,0,30,n,n,n,1
Behenic acid,0.89,2,6.84,3,n,n,n,1
Benzaldehyde,7.62,2,7.76,2,n,n,n,1
Benzaldehyde,7.76,"2,2","7.47,1.31",1,n,n,n,1
Benzaldehyde,7.95,"1,1","8.17,1.13",2,n,n,n,1
Benzaldehyde,9.93,0,,1,n,n,n,1
Benzeneacetic acid,3.53,0,,2,n,n,n,1
Benzenebutanoic acid,7.29,2,7.41,2,n,n,n,1
Benzenebutanoic acid,2.68,2,7.62,2,n,n,n,1
Benzenebutanoic acid,2.38,2,7.44,2,n,n,n,1
Benzocaine,1.36,2,7.13,3,n,n,n,1
Benzocaine,4.32,3,7.15,2,n,n,n,1
Benzocaine,7.86,1,8.75,2,n,n,n,1
Benzoic acid,7.473,"1,1","7.33,7.11",2,n,n,n,1
Benzoic acid,7.544,2,7.33,1,n,n,n,1
Benzoic acid,7.864,1,7.11,2,n,n,n,1
Benzyl alcohol,4.72,0,0,1,n,n,n,1
Benzyl alcohol,7.28,0,0,1,n,n,n,1
Benzyl alcohol,7.39,1,4.26,5,n,n,n,1
Berberine,3.25,2,6.35,2,n,n,n,1
Berberine,4.1,0,,3,n,n,n,1
Berberine,4.2,0,,2,n,n,n,1
Berberine,4.93,2,6.38,2,n,n,n,1
Berberine,6.1,0,,2,n,n,n,1
Berberine,6.95,0,,1,n,n,n,1
Berberine,7.64,0,,1,n,n,n,1
Berberine,7.99,1,9.08,1,n,n,n,1
Berberine,8.1,1,9.08,1,n,n,n,1
Berberine,8.69,0,,1,n,n,n,1
Berberine,9.76,0,,1,n,n,n,1
Beta-Alanine,2.54,2,6.7,2,n,n,n,1
Beta-Alanine,3.17,2,6.81,2,n,n,n,1
Beta-Leucine,0.99,"1,1","9.08,6.88",6,n,n,n,1
Beta-Leucine,2.4,"1,1","16.78,9.30",1,n,n,n,1
Beta-Leucine,2.57,"1,1","16.78,4.29",1,n,n,n,1
Beta-N-Acetylglucosamine,2.04,0,,6,n,n,n,1
Beta-N-Acetylglucosamine,5.19,1,3.52,1,n,n,n,1
Beta-Sitosterol,0.68,0,,3,n,n,n,1
Beta-Sitosterol,1.01,0,,3,n,n,n,1
Betaine,3.89,0,,2,n,n,n,1
Betaine,3.25,0,,9,n,n,n,1
Bilirubin,2,0,,3,n,n,n,1
Bilirubin,2.04,0,,3,n,n,n,1
Bilirubin,2.17,0,,3,n,n,n,1
Bilirubin,6.09,0,,2,n,n,n,1
Bilirubin,6.21,"1,1","17.55,2.48",1,n,n,n,1
Biocytin,4.61,"1,1","7.69,5.08 ",2,n,n,n,1
Biocytin,3.72,2,6.15,5,n,n,n,1
Biocytin,3.19,3,6.39,10,n,n,n,1
Biocytin,3,"1,1","13.06,4.96 ",4,n,n,n,1
Biocytin,2.78,1,13.04,4,n,n,n,1
Biocytin,2.25,2,7.25,8,n,n,n,1
Biopterin,1.06,1,6.27,3,n,n,n,1
Biopterin,3.9,0,,1,n,n,n,1
Biopterin,4.43,1,3.52,1,n,n,n,1
Biopterin,8.71,0,,1,n,n,n,1
Biotin,1.33,1,8.8,2,n,n,n,1
Biotin,2.2,2,7.43,2,n,n,n,1
Biotin,2.58,1,12.43,1,n,n,n,1
Biotin,2.82,"1,1","12.41,5.09",1,n,n,n,1
Brompheniramine,7.54,1,8.46,8,n,n,n,1
Brompheniramine,7.43,1,7.96,6,n,n,n,1
Brompheniramine,7.27,1,8.46,9,n,n,n,1
Brompheniramine,4.22,2,7.69,3,n,n,n,1
Brompheniramine,3.07,2,8.35,8,n,n,n,1
Brompheniramine,2.86,0,0,27,n,n,n,1
Butanone,1.06,2,7.34,2,n,n,n,1
Butanone,2.14,0,0,2,n,n,n,1
Butanone,2.46,3,7.31,2,n,n,n,1
Butyric acid,2.14,2,7.33,2,n,n,n,1
Butyric acid,0.88,2,7.39,3,n,n,n,1
Cadaverine,1.49,4,7.46,4,n,n,n,1
Cadaverine,2.68,2,7.21,4,n,n,n,1
Caffeic acid,7.29,1,15.97,18,n,n,n,1
Caffeic acid,7.15,1,1.92,19,n,n,n,1
Caffeic acid,7.06,"1,1","8.26,1.94 ",18,n,n,n,1
Caffeic acid,6.92,1,8.19,18,n,n,n,1
Caffeic acid,6.33,1,15.92,17,n,n,n,1
Caffeine,7.51,0,,1,n,n,n,1
Caffeine,3.59,0,,3,n,n,n,1
Caffeine,4,0,,3,n,n,n,1
Caffeine,3.41,0,,3,n,n,n,1
Canavanine,3.87,2,6.16,1,n,n,n,1
Canrenone,1.04,0,,3,n,n,n,1
Canrenone,1.14,0,,3,n,n,n,1
Canrenone,5.69,0,,1,n,n,n,1
Canthaxanthin,1.2,0,,12,n,n,n,1
Canthaxanthin,1.87,1,0.66,6,n,n,n,1
Canthaxanthin,2,1,8.31,12,n,n,n,1
Canthaxanthin,6.43,1,14.91,2,n,n,n,1
Caproic acid,0.86,2,6.97,1,n,n,n,1
Caproic acid,2.16,2,7.47,1,n,n,n,1
Caprylic acid,1.27,1,4.76,4,n,n,n,1
Caprylic acid,2.16,2,7.51,4,n,n,n,1
Capryloylglycine,3.74,0,,1,n,n,n,1
Carnosine,7.09,0,,1,n,n,n,1
Carnosine,8.08,0,,1,n,n,n,1
Catechin,2.5,"1,1","16.07,8.14",1,n,n,n,1
Catechin,2.84,"1,1","16.12,5.39",1,n,n,n,1
Catechin,4.56,1,7.54,1,n,n,n,1
Catechin,5.85,1,2.26,1,n,n,n,1
Catechin,5.92,1,2.26,1,n,n,n,1
Catechin,6.83,1,1.98,1,n,n,n,1
CE(16:0),0.69,0,0,2,n,n,n,1
CE(16:0),0.92,2,0,3,n,n,n,1
CE(16:0),1.03,0,0,3,n,n,n,1
CE(16:0),2.27,2,7.49,2,n,n,n,1
CE(16:0),2.32,1,7.3,2,n,n,n,1
CE(16:0),5.38,1,4.39,1,n,n,n,1
CE(16:1(9Z)),0.68,0,,3,n,n,n,1
CE(16:1(9Z)),2.26,2,7.54,2,n,n,n,1
"CE(18:2(9Z,12Z))",0.69,0,0,3,n,n,n,1
"CE(18:2(9Z,12Z))",0.87,"1,1","6.58,2.12 ",7,n,n,n,1
"CE(18:2(9Z,12Z))",1.03,0,0,4,n,n,n,1
"CE(18:2(9Z,12Z))",2.27,2,7.53,2,n,n,n,1
"CE(18:2(9Z,12Z))",2.32,1,7.32,2,n,n,n,1
"CE(18:2(9Z,12Z))",5.38,1,6.02,1,n,n,n,1
Cellobiose,5.24,1,3.68,3,n,n,n,1
Cellobiose,4.67,1,7.91,2,n,n,n,1
Cellobiose,4.52,1,7.91,5,n,n,n,1
Cellobiose,3.75,"1,1","12.36,5.82 ",3,n,n,n,1
Chenodeoxycholic acid,0.663,0,,3,n,n,n,1
Chenodeoxycholic acid,0.914,0,,3,n,n,n,1
Chenodeoxycholic acid,0.929,1,6.56,3,n,n,n,1
Chenodeoxycholic acid,0.985,"2,1","14.19,3.21",1,n,n,n,1
Chenodeoxycholic acid,2.092,"1,1,1","13.84,9.67,6.81",1,n,n,n,1
Chenodeoxycholic acid,2.212,"2,1","9.41,5.03",1,n,n,n,1
Chlorogenic acid,3.88,"1,1","9.72,3.02 ",1,n,n,n,1
Chlorogenic acid,4.25,1,2.88,1,n,n,n,1
Chlorogenic acid,6.39,1,15.99,1,n,n,n,1
Chlorogenic acid,6.94,1,8.17,1,n,n,n,1
Chlorogenic acid,7.19,1,1.56,1,n,n,n,1
Chlorogenic acid,7.65,1,15.99,1,n,n,n,1
Chlorpheniramine,8.46,"1,1","4.51,0.62 ",1,n,n,n,1
Chlorpheniramine,4.24,2,7.82,1,n,n,n,1
Chlorpheniramine,2.86,0,0,5,n,n,n,1
Cholestenone,0.72,0,0,2,n,n,n,1
Cholestenone,0.87,1,6.52,5,n,n,n,1
Cholestenone,0.92,1,6.41,3,n,n,n,1
Cholestenone,1.19,0,0,2,n,n,n,1
Cholestenone,1.7,"2,1","13.86,4.72 ",1,n,n,n,1
Cholestenone,5.73,0,0,1,n,n,n,1
Cholesterol,5.35,"1,1","3.11,2.33 ",1,n,n,n,1
Cholesterol,1.01,0,0,7,n,n,n,1
Cholesterol,0.91,1,6.54,6,n,n,n,1
Cholesterol,0.87,1,2.1,6,n,n,n,1
Cholesterol,0.85,1,2.15,6,n,n,n,1
Cholesterol,0.68,0,0,6,n,n,n,1
Cholesterol sulfate,0.65,0,,3,n,n,n,1
Cholesterol sulfate,0.84,"1,1","6.60,2.92",6,n,n,n,1
Cholic acid,0.97,1,6.27,4,n,n,n,1
Cholic acid,0.89,0,0,3,n,n,n,1
Cholic acid,0.7,0,0,3,n,n,n,1
Choline,3.19,0,,9,n,n,n,1
Choline,3.5,"1,1","4.22,2.56",2,n,n,n,1
Choline,4.06,"1,1,1","7.14,5.54,2.76",2,n,n,n,1
Cinnamaldehyde,9.67,1,7.7,1,n,n,n,1
Cinnamic acid,6.51,1,16.07,1,n,n,n,1
Cinnamic acid,7.39,1,16.01,1,n,n,n,1
Cinnamic acid,7.61,"1,1","7.95,1.13",1,n,n,n,1
cis-4-Octenedioic acid,5.44,2,4.58,1,n,n,n,1
cis-4-Octenedioic acid,2.31,3,0,4,n,n,n,1
cis-4-Octenedioic acid,2.23,2,0,4,n,n,n,1
cis-Aconitic acid,3.43,1,0.66,2,n,n,n,1
cis-Aconitic acid,6.58,0,,1,n,n,n,1
cis-Fenpropimorph,0.76,1,6.49,3,n,n,n,1
cis-Fenpropimorph,1.03,"1,1","6.05,2.92",6,n,n,n,1
cis-Fenpropimorph,1.26,0,,9,n,n,n,1
cis-Fenpropimorph,2.22,"1,1","13.29,8.56",1,n,n,n,1
cis-Fenpropimorph,7.07,1,7.98,2,n,n,n,1
cis-Fenpropimorph,7.27,1,8.03,2,n,n,n,1
Citalopram,2.79,0,,6,n,n,n,1
Citalopram,7.57,0,,2,n,n,n,1
Citicoline,3.21,0,,9,n,n,n,1
Citicoline,5.98,1,4.24,1,n,n,n,1
Citicoline,6.11,1,7.59,1,n,n,n,1
Citicoline,7.93,1,7.59,1,n,n,n,1
Citraconic acid,1.913,1,1.54,18,n,n,n,1
Citraconic acid,5.598,1,1.54,7,n,n,n,1
Citramalic acid,1.34,0,0,3,n,n,n,1
Citramalic acid,2.47,1,15.66,1,n,n,n,1
Citramalic acid,2.75,1,15.66,1,n,n,n,1
Citric acid,2.7,1,15.16,2,n,n,n,1
Citric acid,2.55,1,15.16,2,n,n,n,1
Citrulline,3.14,3,6.64,1,n,n,n,1
Citrulline,3.74,"1,1","6.42,5.84",1,n,n,n,1
Clotrimazole,6.87,2,1.43,1,n,n,n,1
Clotrimazole,6.99,"1,1","8.03,1.49",1,n,n,n,1
Clotrimazole,7.01,2,1.24,1,n,n,n,1
Clotrimazole,7.49,2,1.13,1,n,n,n,1
Coenzyme A,0.73,0,,3,n,n,n,1
Coenzyme A,0.85,0,,3,n,n,n,1
Coenzyme A,2.46,2,6.55,2,n,n,n,1
Coenzyme A,2.6,2,6.6,2,n,n,n,1
Coenzyme A,3.31,2,6.6,2,n,n,n,1
Coenzyme A,3.53,"1,1","9.79,4.90",1,n,n,n,1
Coenzyme A,3.99,0,,1,n,n,n,1
Coenzyme A,6.17,1,7.04,1,n,n,n,1
Coenzyme A,8.25,0,,1,n,n,n,1
Coenzyme A,8.54,0,,1,n,n,n,1
Coproporphyrin I,8.08,0,,1,n,n,n,1
Cortexolone,5.73,0,0,1,n,n,n,1
Cortexolone,4.31,"1,1","19.86,4.80 ",1,n,n,n,1
Cortexolone,3.09,2,4.87,2,n,n,n,1
Cortexolone,2.69,"1,1,1","14.87,11.69,2.91 ",3,n,n,n,1
Cortexolone,1.18,0,0,8,n,n,n,1
Cortexolone,0.71,0,0,8,n,n,n,1
Corticosterone,5.76,0,0,1,n,n,n,1
Corticosterone,4.32,1,0,1,n,n,n,1
Corticosterone,2.15,"1,2","13.46,4.71 ",1,n,n,n,1
Corticosterone,1.66,"1,1","13.67,2.98 ",1,n,n,n,1
Corticosterone,1.38,0,0,3,n,n,n,1
Corticosterone,0.82,0,0,1,n,n,n,1
Corticosterone,0.81,0,0,2,n,n,n,1
Cortisol,0.89,0,0,3,n,n,n,1
Cortisol,2.72,0,,1,n,n,n,1
Cortisol,4.26,1,19.15,1,n,n,n,1
Cortisol,4.39,2,2.94,1,n,n,n,1
Cortisol,4.62,1,19.15,1,n,n,n,1
Cortisol,5.65,0,0,1,n,n,n,1
Cortisone,0.47,0,,3,n,n,n,1
Cortisone,2.87,1,12.16,1,n,n,n,1
Cortisone,4.08,"1,1","19.34,5.36",1,n,n,n,1
Cortisone,4.44,"1,1","19.34,6.63",1,n,n,n,1
Cortisone,5.64,0,,1,n,n,n,1
